CoQ code,Series,Batch (cultivation),P lot,Strain,Date of issue,#,Parameter,Method,Acceptance criterion,Result,Document,Issued,Laboratory,Received by the laboratory,Status,Route,Also on file
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,3,Identification C · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,PP CoA #027 / ППК25370,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,4,Assay — Total Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"7.20 – 8.79 %  (grade I, nominal 8.00 ± 0.80)",8.02,PP CoA #027 / ППК25370,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,8.65 (220-7-К/26)
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",0.04,PP CoA #027 / ППК25370,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,<LOQ (220-7-К/26)
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,6,Total CBN,"HPLC — DAB 2018 monograph Cannabis flos, 2.2.29 · CBN + CBNA x 0.876 (CNP, before its Ph. Eur. 3028 accreditation)","≤ 1.0%, w/w",< LOQ ᴰ,ППК25370,28.11.2025,CNP,24.11.2025,covered,,
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",Conforms | Одговара,iCoA-PP_26-030,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Foreign matter,
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,8,Loss on Drying,"Ph. Eur. 2.2.32 (3028) · at 40 °C, 24 h, 15–25 mbar",≤ 12.0%,9.68,PP CoA #027 / ППК25370,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,9.1,TAMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,< 10,1219/2170/25,01.12.2025,IPH — Institute of Public Health,26.11.2025,covered,,
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,9.2,TYMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,< 10,1219/2170/25,01.12.2025,IPH — Institute of Public Health,26.11.2025,covered,,
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,9.3,Bile-tolerant gram-neg.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,< 10,1219/2170/25,01.12.2025,IPH — Institute of Public Health,26.11.2025,covered,,
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,9.4,Salmonella,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,Absent | Отсутна,1219/2170/25,01.12.2025,IPH — Institute of Public Health,26.11.2025,covered,,
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,9.5,Escherichia coli,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,Absent | Отсутна,1219/2170/25,01.12.2025,IPH — Institute of Public Health,26.11.2025,covered,,
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,9.6,Pseudomonas aeruginosa,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,9.7,Staphylococcus aureus,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,10.1,Aflatoxin B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (220-7-М/26)
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,10.2,Aflatoxins ∑,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,2.2,5700/2025,02.12.2025,IPH — Institute of Public Health,24.11.2025,covered,,ND (220-7-М/26)
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,10.3,Ochratoxin A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (220-7-М/26)
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,11.1,Lead (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,0.032,5700/2025,02.12.2025,IPH — Institute of Public Health,24.11.2025,covered,,
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,11.2,Cadmium (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,0.002,5700/2025,02.12.2025,IPH — Institute of Public Health,24.11.2025,covered,,
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,11.3,Arsenic (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,0.013,5700/2025,02.12.2025,IPH — Institute of Public Health,24.11.2025,covered,,
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,11.4,Mercury (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,0.021,5700/2025,02.12.2025,IPH — Institute of Public Health,24.11.2025,covered,,
CoQ-PP_26-032,release,CLE072501,P050282,Clemosa A Bud,06.06.2026,12,Pesticide Residues,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,ND,5700/2025,02.12.2025,IPH — Institute of Public Health,24.11.2025,covered,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,1,"Identification A, Appearance · Macroscopic",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,to be performed (in house),iCoA-PP_26-031,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Ident A + B,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,2,Identification B · Microscopic,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,to be performed (in house),iCoA-PP_26-031,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Ident A + B,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,3,Identification C · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,PP CoA #018 / ППК25378,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,4,Assay — Total Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"18.00 – 21.99 %  (grade III, nominal 20.00 ± 2.00)",21.36,PP CoA #018 / ППК25378,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,26.54 (227-17-К/26)
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",0.11,PP CoA #018 / ППК25378,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,<LOQ (227-17-К/26)
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,6,Total CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",not tested,—,—,—,—,not tested — no certificate covers it,,<LOQ (227-17-К/26)
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",to be performed (in house),iCoA-PP_26-031,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Foreign matter,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,8,Loss on Drying,"Ph. Eur. 2.2.32 (3028) · at 40 °C, 24 h, 15–25 mbar",≤ 12.0%,6.62,PP CoA #018 / ППК25378,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,9.1,TAMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,6 × 10³,1228/2194/25,05.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,9.2,TYMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,6.5 × 10³,1228/2194/25,05.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,9.3,Bile-tolerant gram-neg.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,< 10,1228/2194/25,05.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,9.4,Salmonella,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,Absent | Отсутна,1228/2194/25,05.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,9.5,Escherichia coli,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,Absent | Отсутна,1228/2194/25,05.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,9.6,Pseudomonas aeruginosa,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,9.7,Staphylococcus aureus,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,10.1,Aflatoxin B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,10.2,Aflatoxins ∑,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,< 2,5886/2025,12.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,10.3,Ochratoxin A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,11.1,Lead (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,0.028,5886/2025,12.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,11.2,Cadmium (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,0.003,5886/2025,12.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,11.3,Arsenic (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,0.03,5886/2025,12.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,11.4,Mercury (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,0.025,5886/2025,12.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-033,release,GP072501-1,P050292,Grape Pie,06.06.2026,12,Pesticide Residues,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,ND,5886/2025,12.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,1,"Identification A, Appearance · Macroscopic",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,iCoA-PP_26-032,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Ident A + B,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,2,Identification B · Microscopic,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,iCoA-PP_26-032,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Ident A + B,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,3,Identification C · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,PP CoA #019 / ППК25379,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,4,Assay — Total Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"18.00 – 21.99 %  (grade III, nominal 20.00 ± 2.00)",19.81,PP CoA #019 / ППК25379,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,18.29 (220-10-К/26)
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",0.10,PP CoA #019 / ППК25379,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,<LOQ (220-10-К/26)
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,6,Total CBN,"HPLC — DAB 2018 monograph Cannabis flos, 2.2.29 · CBN + CBNA x 0.876 (CNP, before its Ph. Eur. 3028 accreditation)","≤ 1.0%, w/w",0.03 ᴰ,ППК25379,12.12.2025,CNP,01.12.2025,covered,,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",Conforms | Одговара,iCoA-PP_26-032,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Foreign matter,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,8,Loss on Drying,"Ph. Eur. 2.2.32 (3028) · at 40 °C, 24 h, 15–25 mbar",≤ 12.0%,7.41,PP CoA #019 / ППК25379,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,9.1,TAMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,2 × 10²,1229/2195/25,05.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,9.2,TYMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,3 × 10²,1229/2195/25,05.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,9.3,Bile-tolerant gram-neg.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,< 10,1229/2195/25,05.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,9.4,Salmonella,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,Absent | Отсутна,1229/2195/25,05.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,9.5,Escherichia coli,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,Absent | Отсутна,1229/2195/25,05.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,9.6,Pseudomonas aeruginosa,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,9.7,Staphylococcus aureus,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,10.1,Aflatoxin B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (220-10-М/26)
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,10.2,Aflatoxins ∑,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,< 2,5887/2025,12.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,ND (220-10-М/26)
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,10.3,Ochratoxin A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (220-10-М/26)
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,11.1,Lead (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,0.017,5887/2025,12.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,11.2,Cadmium (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,0.0028,5887/2025,12.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,11.3,Arsenic (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,0.02,5887/2025,12.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,11.4,Mercury (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,0.019,5887/2025,12.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-034,release,GP072501/2,P050302,Grape Pie,06.06.2026,12,Pesticide Residues,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,ND,5887/2025,12.12.2025,IPH — Institute of Public Health,01.12.2025,covered,,
CoQ-PP_26-035,release,GP082501/1,P050312,Grape Pie,06.06.2026,1,"Identification A, Appearance · Macroscopic",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,iCoA-PP_26-033,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Ident A + B,
CoQ-PP_26-035,release,GP082501/1,P050312,Grape Pie,06.06.2026,2,Identification B · Microscopic,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,iCoA-PP_26-033,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Ident A + B,
CoQ-PP_26-035,release,GP082501/1,P050312,Grape Pie,06.06.2026,3,Identification C · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,PP CoA #020 / ППК25380,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,
CoQ-PP_26-035,release,GP082501/1,P050312,Grape Pie,06.06.2026,4,Assay — Total Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"18.00 – 21.99 %  (grade III, nominal 20.00 ± 2.00)",21.29,PP CoA #020 / ППК25380,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,25.13 (220-12-К/26)
CoQ-PP_26-035,release,GP082501/1,P050312,Grape Pie,06.06.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",0.08,PP CoA #020 / ППК25380,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,<LOQ (220-12-К/26)
CoQ-PP_26-035,release,GP082501/1,P050312,Grape Pie,06.06.2026,6,Total CBN,"HPLC — DAB 2018 monograph Cannabis flos, 2.2.29 · CBN + CBNA x 0.876 (CNP, before its Ph. Eur. 3028 accreditation)","≤ 1.0%, w/w",0.03 ᴰ,ППК25380,12.12.2025,CNP,01.12.2025,covered,,
CoQ-PP_26-035,release,GP082501/1,P050312,Grape Pie,06.06.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",Conforms | Одговара,iCoA-PP_26-033,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Foreign matter,
CoQ-PP_26-035,release,GP082501/1,P050312,Grape Pie,06.06.2026,8,Loss on Drying,"Ph. Eur. 2.2.32 (3028) · at 40 °C, 24 h, 15–25 mbar",≤ 12.0%,6.29,PP CoA #020 / ППК25380,21.01.2026,UKIM Faculty of Pharmacy — Center for Natural Products,—,covered,,
