CoQ code,Series,Batch (cultivation),P lot,Strain,Date of issue,#,Parameter,Method,Acceptance criterion,Result,Document,Issued,Laboratory,Received by the laboratory,Status,Route,Also on file
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,3,Identification C · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,to be performed (in house),—,—,—,—,to be performed — see route,outside laboratory — the HPLC cannabinoid certificate discharges Ident C (Farmahem -K- or CNP); in-house iCoA P03 only where none exists,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,4,Assay — Total Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),Per grade of the potency specification of 15.09.2026 — no Total THC result on file,not tested,—,—,—,—,not tested — no certificate covers it,,22.40 (227-8-К/26)
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",not tested,—,—,—,—,not tested — no certificate covers it,,<LOQ (227-8-К/26)
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,6,Total CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",not tested,—,—,—,—,not tested — no certificate covers it,,<LOQ (227-8-К/26)
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",to be performed (in house),iCoA-PP_26-090,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Foreign matter,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,8,Loss on Drying,"Ph. Eur. 2.2.32 (3028) · at 40 °C, 24 h, 15–25 mbar",≤ 12.0%,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,9.1,TAMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,9.2,TYMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,9.3,Bile-tolerant gram-neg.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,9.4,Salmonella,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,9.5,Escherichia coli,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,9.6,Pseudomonas aeruginosa,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,9.7,Staphylococcus aureus,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,10.1,Aflatoxin B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,10.2,Aflatoxins ∑,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,10.3,Ochratoxin A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,11.1,Lead (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,11.2,Cadmium (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,11.3,Arsenic (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,11.4,Mercury (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-071,release,SCR012601,P060342,Scrambler,06.06.2026,12,Pesticide Residues,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,1,"Identification A, Appearance · Macroscopic",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,iCoA-PP_26-083,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Ident A + B,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,2,Identification B · Microscopic,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,iCoA-PP_26-083,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Ident A + B,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,3,Identification C · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,to be performed (in house),—,—,—,—,to be performed — see route,outside laboratory — the HPLC cannabinoid certificate discharges Ident C (Farmahem -K- or CNP); in-house iCoA P03 only where none exists,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,4,Assay — Total Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),Per grade of the potency specification of 15.09.2026 — no Total THC result on file,not tested,—,—,—,—,not tested — no certificate covers it,,17.84 (197-21-К/26)
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",not tested,—,—,—,—,not tested — no certificate covers it,,<LOQ (197-21-К/26)
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,6,Total CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",not tested,—,—,—,—,not tested — no certificate covers it,,<LOQ (197-21-К/26)
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",Conforms | Одговара,iCoA-PP_26-083,03.06.2026,Purely Plant GmbH (in-house),—,to be performed — see route,Purely Plant laboratory — iCoA covering Foreign matter,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,8,Loss on Drying,"Ph. Eur. 2.2.32 (3028) · at 40 °C, 24 h, 15–25 mbar",≤ 12.0%,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,9.1,TAMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,9.2,TYMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,9.3,Bile-tolerant gram-neg.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,9.4,Salmonella,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,9.5,Escherichia coli,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,9.6,Pseudomonas aeruginosa,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,9.7,Staphylococcus aureus,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,10.1,Aflatoxin B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (197-21-М/26)
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,10.2,Aflatoxins ∑,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (197-21-М/26)
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,10.3,Ochratoxin A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (197-21-М/26)
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,11.1,Lead (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,11.2,Cadmium (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,11.3,Arsenic (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,11.4,Mercury (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-072,release,SCR012603,P060382,Scrambler,06.06.2026,12,Pesticide Residues,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,1,"Identification A, Appearance · Macroscopic",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26110,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,2,Identification B · Microscopic,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26110,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,3,Identification C · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26110,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,4,Assay — Total Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"16.20 – 19.79 %  (grade II, nominal 18.00 ± 1.80)",18.29,ППК26110,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,19.31 (227-23-К/26)
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",0.16,ППК26110,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,<LOQ (227-23-К/26)
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,6,Total CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",0.06,ППК26110,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,<LOQ (227-23-К/26)
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",Conforms | Одговара,ППК26110,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,8,Loss on Drying,"Ph. Eur. 2.2.32 (3028) · at 40 °C, 24 h, 15–25 mbar",≤ 12.0%,6.36,ППК26110,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,9.1,TAMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,9.2,TYMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,9.3,Bile-tolerant gram-neg.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,9.4,Salmonella,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,9.5,Escherichia coli,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,9.6,Pseudomonas aeruginosa,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,9.7,Staphylococcus aureus,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,10.1,Aflatoxin B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,10.2,Aflatoxins ∑,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,10.3,Ochratoxin A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,11.1,Lead (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,11.2,Cadmium (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,11.3,Arsenic (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,11.4,Mercury (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-073,release,FB012603V,— no P lot assigned —,FatBastard,07.07.2026,12,Pesticide Residues,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,1,"Identification A, Appearance · Macroscopic",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26111,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,2,Identification B · Microscopic,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26111,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,3,Identification C · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26111,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,4,Assay — Total Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"13.80 – 16.19 %  (grade III, nominal 15.00 ± 1.20)",15.16,ППК26111,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,17.09 (220-18-К/26)
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",< LOQ (below limit of quantification),ППК26111,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,<LOQ (220-18-К/26)
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,6,Total CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",0.04,ППК26111,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,<LOQ (220-18-К/26)
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,7,Foreign Matter,Ph. Eur. 2.8.2 · In-house · интерна,"≤ 2.0% / 25–50 g · < 1 cm leaves | листови, no seeds | без семки",Conforms | Одговара,ППК26111,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,8,Loss on Drying,"Ph. Eur. 2.2.32 (3028) · at 40 °C, 24 h, 15–25 mbar",≤ 12.0%,7.04,ППК26111,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,9.1,TAMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁵ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,9.2,TYMC,Ph. Eur. 2.6.12 cat. C,≤ 10⁴ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,9.3,Bile-tolerant gram-neg.,Ph. Eur. 2.6.31 cat. C,≤ 10⁴ CFU/g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,9.4,Salmonella,Ph. Eur. 2.6.31 cat. C,Absence | Отсуство / 25 g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,9.5,Escherichia coli,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,9.6,Pseudomonas aeruginosa,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,9.7,Staphylococcus aureus,Ph. Eur. 2.6.13 cat. C,Absence | Отсуство / 1 g,upon request — not required for release,—,—,—,—,upon request — not required for release,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,10.1,Aflatoxin B₁,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 2 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (220-18-М/26)
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,10.2,Aflatoxins ∑,Ph. Eur. 2.8.18 (HPLC-FLD),≤ 4 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (220-18-М/26)
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,10.3,Ochratoxin A,Ph. Eur. 2.8.22 (HPLC-FLD),≤ 20 µg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,ND (220-18-М/26)
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,11.1,Lead (Pb),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.5 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,11.2,Cadmium (Cd),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.3 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,11.3,Arsenic (As),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.2 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,11.4,Mercury (Hg),Ph. Eur. 2.4.27 (ICP-MS),≤ 0.1 mg/kg,not tested,—,—,—,—,not tested — no certificate covers it,,
CoQ-PP_26-074,release,JD012603/02V,P060422,Jelly Donuts,07.07.2026,12,Pesticide Residues,Ph. Eur. 2.8.13 (LC-MS/MS) · CUMCS Equivalency,≤ LOQ as per Ph. Eur. 2.8.13 · ≤ LOQ as per CUMCS Equivalency,"< 0,01 mg/kg — all 22 residues",3662/2026,22.06.2026,IJZ,—,covered,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,1,"Identification A, Appearance · Macroscopic",Ph. Eur. mon. 3028,Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26114,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,2,Identification B · Microscopic,Ph. Eur. 2.8.23 (microscopy),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26114,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,3,Identification C · HPLC/HPTLC,Ph. Eur. 2.2.29 (3028),Conforms to the monograph for Cannabis flos (07/2024:3028) in Ph. Eur. 11.0 | Согласно монографија за Cannabis flos (07/2024:3028) во Ph. Eur. 11.0,Conforms | Одговара,ППК26114,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,4,Assay — Total Δ⁹-THC,Ph. Eur. 2.2.29 (HPLC),"16.23 – 19.76 %  (grade I, nominal 18.00 ± 1.77)",17.59,ППК26114,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,16.70 (197-8-К/26)
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,5,Assay — Total CBD,Ph. Eur. 2.2.29 (HPLC) · CBD + CBDA x 0.877,"≤ 1.0%, w/w",0.05,ППК26114,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,<LOQ (197-8-К/26)
CoQ-PP_26-075,release,GG012603,P060402,Gorilla Glue,07.07.2026,6,Total CBN,Ph. Eur. 2.2.29 (HPLC) · CBN + CBNA x 0.876,"≤ 1.0%, w/w",0.15,ППК26114,30.06.2026,UKIM Faculty of Pharmacy — Center for Natural Products,17.06.2026,covered,,<LOQ (197-8-К/26)
