Batch,Cultivation batch,Strain,Certificate,Series,Date of issue,#,Parameter,Result,Document,Issued,Laboratory,Internal,Status
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-103,27.07.2026,Purely Plant GmbH (in-house),yes,covered
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,3,Identification C · HPLC/HPTLC,to be performed (in house),—,—,—,,to be performed — see route
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,197-6-К/26,07.08.2026,Farmahem,,covered
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,4,Assay — Total Δ⁹-THC,not tested,—,—,—,,not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,4,Assay — Total Δ⁹-THC,17.67,197-6-К/26,07.08.2026,Farmahem,,covered
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,5,Assay — Total CBD,not tested,—,—,—,,not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,5,Assay — Total CBD,< LOQ,197-6-К/26,07.08.2026,Farmahem,,covered
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,6,Total CBN,not tested,—,—,—,,not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,6,Total CBN,< LOQ,197-6-К/26,07.08.2026,Farmahem,,covered
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-077,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-103,27.07.2026,Purely Plant GmbH (in-house),yes,covered
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,8,Loss on Drying,not tested,—,—,—,,not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,8,Loss on Drying,carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,9.1,TAMC,7.8 × 10⁴,361/0691/26,01.06.2026,IPH — Institute of Public Health,,covered
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,9.1,TAMC,7.8 × 10⁴,361/0691/26,01.06.2026,IPH — Institute of Public Health,,covered
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,9.2,TYMC,2.2 × 10⁴,361/0691/26,01.06.2026,IPH — Institute of Public Health,,OUT OF SPECIFICATION — covered
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,9.2,TYMC,2.2 × 10⁴,361/0691/26,01.06.2026,IPH — Institute of Public Health,,OUT OF SPECIFICATION — covered
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,9.3,Bile-tolerant gram-neg.,< 10,361/0691/26,01.06.2026,IPH — Institute of Public Health,,covered
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,9.3,Bile-tolerant gram-neg.,< 10,361/0691/26,01.06.2026,IPH — Institute of Public Health,,covered
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,9.4,Salmonella,Absent | Отсутна,361/0691/26,01.06.2026,IPH — Institute of Public Health,,covered
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,9.4,Salmonella,Absent | Отсутна,361/0691/26,01.06.2026,IPH — Institute of Public Health,,covered
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,9.5,Escherichia coli,Absent | Отсутна,361/0691/26,01.06.2026,IPH — Institute of Public Health,,covered
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,9.5,Escherichia coli,Absent | Отсутна,361/0691/26,01.06.2026,IPH — Institute of Public Health,,covered
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,10.1,Aflatoxin B₁,not tested,—,—,—,,not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,10.1,Aflatoxin B₁,ND,197-6-М/26,10.08.2026,Farmahem,,covered
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,10.2,Aflatoxins ∑,not tested,—,—,—,,not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,10.2,Aflatoxins ∑,ND,197-6-М/26,10.08.2026,Farmahem,,covered
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,10.3,Ochratoxin A,not tested,—,—,—,,not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,10.3,Ochratoxin A,ND,197-6-М/26,10.08.2026,Farmahem,,covered
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,11.1,Lead (Pb),not tested,—,—,—,,not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,11.1,Lead (Pb),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,11.2,Cadmium (Cd),not tested,—,—,—,,not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,11.2,Cadmium (Cd),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,11.3,Arsenic (As),not tested,—,—,—,,not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,11.3,Arsenic (As),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,11.4,Mercury (Hg),not tested,—,—,—,,not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,11.4,Mercury (Hg),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-068,release,06.06.2026,12,Pesticide Residues,not tested,—,—,—,,not tested — no certificate covers it
P060332,P060332,CashCow,CoQ-PP_26-087,reissue — 12-month retest,17.08.2026,12,Pesticide Residues,carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-076,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-128,17.08.2026,Purely Plant GmbH (in-house),yes,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-076,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-128,17.08.2026,Purely Plant GmbH (in-house),yes,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,ППК26067,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,220-8-К/26,25.08.2026,Farmahem,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,4,Assay — Total Δ⁹-THC,14.68,ППК26067,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,4,Assay — Total Δ⁹-THC,17.99,220-8-К/26,25.08.2026,Farmahem,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,5,Assay — Total CBD,0.04,ППК26067,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,5,Assay — Total CBD,< LOQ,220-8-К/26,25.08.2026,Farmahem,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,6,Total CBN,< LOQ %,ППК26067,11.05.2026,CNP,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,6,Total CBN,< LOQ,220-8-К/26,25.08.2026,Farmahem,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-076,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-128,17.08.2026,Purely Plant GmbH (in-house),yes,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,8,Loss on Drying,7.67,ППК26067,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,8,Loss on Drying,7.67,ППК26067,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,carried from the initial testing (CoQ-PP-2026-0019) — covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,9.1,TAMC,2 × 10³,308/0552/26,28.04.2026,IPH — Institute of Public Health,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,9.1,TAMC,2 × 10³,308/0552/26,28.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0019) — covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,9.2,TYMC,"2,1 × 10³",308/0552/26,28.04.2026,IPH — Institute of Public Health,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,9.2,TYMC,"2,1 × 10³",308/0552/26,28.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0019) — covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,9.3,Bile-tolerant gram-neg.,< 10,308/0552/26,28.04.2026,IPH — Institute of Public Health,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,9.3,Bile-tolerant gram-neg.,< 10,308/0552/26,28.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0019) — covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,9.4,Salmonella,Absent | Отсутна,308/0552/26,28.04.2026,IPH — Institute of Public Health,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,9.4,Salmonella,Absent | Отсутна,308/0552/26,28.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0019) — covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,9.5,Escherichia coli,Absent | Отсутна,308/0552/26,28.04.2026,IPH — Institute of Public Health,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,9.5,Escherichia coli,Absent | Отсутна,308/0552/26,28.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0019) — covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,10.1,Aflatoxin B₁,not tested,—,—,—,,not tested — no certificate covers it
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,10.1,Aflatoxin B₁,ND,220-8-М/26,11.09.2026,Farmahem,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,10.2,Aflatoxins ∑,< 2,2362/2026,30.04.2026,IPH — Institute of Public Health,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,10.2,Aflatoxins ∑,ND,220-8-М/26,11.09.2026,Farmahem,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,10.3,Ochratoxin A,not tested,—,—,—,,not tested — no certificate covers it
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,10.3,Ochratoxin A,ND,220-8-М/26,11.09.2026,Farmahem,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,11.1,Lead (Pb),0.0114,2362/2026,30.04.2026,IPH — Institute of Public Health,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,11.1,Lead (Pb),0.0114,2362/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0019) — covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,11.2,Cadmium (Cd),0.017,2362/2026,30.04.2026,IPH — Institute of Public Health,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,11.2,Cadmium (Cd),0.017,2362/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0019) — covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,11.3,Arsenic (As),0.0144,2362/2026,30.04.2026,IPH — Institute of Public Health,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,11.3,Arsenic (As),0.0144,2362/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0019) — covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,11.4,Mercury (Hg),0.0155,2362/2026,30.04.2026,IPH — Institute of Public Health,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,11.4,Mercury (Hg),0.0155,2362/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0019) — covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-069,release,06.06.2026,12,Pesticide Residues,ND,2362/2026,30.04.2026,IPH — Institute of Public Health,,covered
P060322,FB012601/1,Fat Bastard,CoQ-PP_26-114,reissue — 12-month retest,18.09.2026,12,Pesticide Residues,ND,2362/2026,30.04.2026,IPH — Institute of Public Health,,carried from the initial testing (CoQ-PP-2026-0019) — covered
P060352,FB012602,Fat Bastard,CoQ-PP_26-070,release,06.06.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-081,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P060352,FB012602,Fat Bastard,CoQ-PP_26-091,reissue — 12-month retest,17.08.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-107,27.07.2026,Purely Plant GmbH (in-house),yes,covered
P060352,FB012602,Fat Bastard,CoQ-PP_26-070,release,06.06.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-081,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P060352,FB012602,Fat Bastard,CoQ-PP_26-091,reissue — 12-month retest,17.08.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-107,27.07.2026,Purely Plant GmbH (in-house),yes,covered
P060352,FB012602,Fat Bastard,CoQ-PP_26-070,release,06.06.2026,3,Identification C · HPLC/HPTLC,to be performed (in house),—,—,—,,to be performed — see route
P060352,FB012602,Fat Bastard,CoQ-PP_26-091,reissue — 12-month retest,17.08.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,197-7-К/26,07.08.2026,Farmahem,,covered
P060352,FB012602,Fat Bastard,CoQ-PP_26-070,release,06.06.2026,4,Assay — Total Δ⁹-THC,not tested,—,—,—,,not tested — no certificate covers it
P060352,FB012602,Fat Bastard,CoQ-PP_26-091,reissue — 12-month retest,17.08.2026,4,Assay — Total Δ⁹-THC,18.86,197-7-К/26,07.08.2026,Farmahem,,covered
P060352,FB012602,Fat Bastard,CoQ-PP_26-070,release,06.06.2026,5,Assay — Total CBD,not tested,—,—,—,,not tested — no certificate covers it
P060352,FB012602,Fat Bastard,CoQ-PP_26-091,reissue — 12-month retest,17.08.2026,5,Assay — Total CBD,0.22,197-7-К/26,07.08.2026,Farmahem,,covered — laboratory finding recorded
