Batch,Cultivation batch,Strain,Certificate,Series,Date of issue,#,Parameter,Result,Document,Issued,Laboratory,Internal,Status
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,6,Total CBN,< LOQ,051-6-К/26,04.03.2026,Farmahem,,covered
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,6,Total CBN,< LOQ,220-14-К/26,25.08.2026,Farmahem,,covered
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-055,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-134,17.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,8,Loss on Drying,7.7,051-6-ГС/26,02.03.2026,Farmahem,,covered
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,8,Loss on Drying,7.7,051-6-ГС/26,02.03.2026,Farmahem,,carried from the initial testing (CoQ-PP-2026-0014) — covered
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,9.1,TAMC,not tested,—,—,—,,not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,9.1,TAMC,carried from the initial testing — not tested,—,—,—,,carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,9.2,TYMC,not tested,—,—,—,,not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,9.2,TYMC,carried from the initial testing — not tested,—,—,—,,carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,9.3,Bile-tolerant gram-neg.,not tested,—,—,—,,not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,9.3,Bile-tolerant gram-neg.,carried from the initial testing — not tested,—,—,—,,carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,9.4,Salmonella,not tested,—,—,—,,not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,9.4,Salmonella,carried from the initial testing — not tested,—,—,—,,carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,9.5,Escherichia coli,not tested,—,—,—,,not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,9.5,Escherichia coli,carried from the initial testing — not tested,—,—,—,,carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,10.1,Aflatoxin B₁,not tested,—,—,—,,not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,10.1,Aflatoxin B₁,ND,220-14-М/26,11.09.2026,Farmahem,,covered
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,10.2,Aflatoxins ∑,not tested,—,—,—,,not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,10.2,Aflatoxins ∑,ND,220-14-М/26,11.09.2026,Farmahem,,covered
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,10.3,Ochratoxin A,not tested,—,—,—,,not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,10.3,Ochratoxin A,ND,220-14-М/26,11.09.2026,Farmahem,,covered
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,11.1,Lead (Pb),not tested,—,—,—,,not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,11.1,Lead (Pb),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,11.2,Cadmium (Cd),not tested,—,—,—,,not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,11.2,Cadmium (Cd),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,11.3,Arsenic (As),not tested,—,—,—,,not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,11.3,Arsenic (As),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,11.4,Mercury (Hg),not tested,—,—,—,,not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,11.4,Mercury (Hg),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (CoQ-PP-2026-0014) — not tested — no certificate covers it
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-054,release,06.06.2026,12,Pesticide Residues,ND mg/kg — all 25 residues,1060/2026,09.03.2026,IJZ,,covered
P060182,GRC102501/2,Grapes and Cream,CoQ-PP_26-120,reissue — 12-month retest,18.09.2026,12,Pesticide Residues,ND mg/kg — all 25 residues,1060/2026,09.03.2026,IJZ,,carried from the initial testing (CoQ-PP-2026-0014) — covered
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-056,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-160,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-056,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-160,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,051-2-К/26,04.03.2026,Farmahem,,covered
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,227-5-К/26,11.09.2026,Farmahem,,covered
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,4,Assay — Total Δ⁹-THC,9.20,051-2-К/26,04.03.2026,Farmahem,,covered
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,4,Assay — Total Δ⁹-THC,11.27,227-5-К/26,11.09.2026,Farmahem,,covered
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,5,Assay — Total CBD,< LOQ (<0.20),051-2-К/26,04.03.2026,Farmahem,,covered
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,5,Assay — Total CBD,< LOQ,227-5-К/26,11.09.2026,Farmahem,,covered
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,6,Total CBN,< LOQ,051-2-К/26,04.03.2026,Farmahem,,covered
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,6,Total CBN,< LOQ,227-5-К/26,11.09.2026,Farmahem,,covered
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-056,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-160,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,8,Loss on Drying,6.7,051-2-ГС/26,02.03.2026,Farmahem,,covered
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,8,Loss on Drying,6.7,051-2-ГС/26,02.03.2026,Farmahem,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,9.1,TAMC,not tested,—,—,—,,not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,9.1,TAMC,carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,9.2,TYMC,not tested,—,—,—,,not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,9.2,TYMC,carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,9.3,Bile-tolerant gram-neg.,not tested,—,—,—,,not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,9.3,Bile-tolerant gram-neg.,carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,9.4,Salmonella,not tested,—,—,—,,not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,9.4,Salmonella,carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,9.5,Escherichia coli,not tested,—,—,—,,not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,9.5,Escherichia coli,carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,10.1,Aflatoxin B₁,not tested,—,—,—,,not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,10.1,Aflatoxin B₁,ND,227-5-М/26,16.09.2026,Farmahem,,covered
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,10.2,Aflatoxins ∑,not tested,—,—,—,,not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,10.2,Aflatoxins ∑,ND,227-5-М/26,16.09.2026,Farmahem,,covered
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,10.3,Ochratoxin A,not tested,—,—,—,,not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,10.3,Ochratoxin A,ND,227-5-М/26,16.09.2026,Farmahem,,covered
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,11.1,Lead (Pb),not tested,—,—,—,,not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,11.1,Lead (Pb),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,11.2,Cadmium (Cd),not tested,—,—,—,,not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,11.2,Cadmium (Cd),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,11.3,Arsenic (As),not tested,—,—,—,,not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,11.3,Arsenic (As),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,11.4,Mercury (Hg),not tested,—,—,—,,not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,11.4,Mercury (Hg),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-055,release,06.06.2026,12,Pesticide Residues,not tested,—,—,—,,not tested — no certificate covers it
SJ112501,SJ112501,Sleepy Joy,CoQ-PP_26-163,reissue — 12-month retest,21.09.2026,12,Pesticide Residues,carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-057,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-168,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-057,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-168,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,051-5-К/26,04.03.2026,Farmahem,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,227-14-К/26,11.09.2026,Farmahem,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,4,Assay — Total Δ⁹-THC,25.27,051-5-К/26,04.03.2026,Farmahem,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,4,Assay — Total Δ⁹-THC,23.85,227-14-К/26,11.09.2026,Farmahem,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,5,Assay — Total CBD,< LOQ (<0.20),051-5-К/26,04.03.2026,Farmahem,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,5,Assay — Total CBD,< LOQ,227-14-К/26,11.09.2026,Farmahem,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,6,Total CBN,< LOQ,051-5-К/26,04.03.2026,Farmahem,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,6,Total CBN,< LOQ,227-14-К/26,11.09.2026,Farmahem,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-057,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-168,24.08.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,8,Loss on Drying,8.4,051-5-ГС/26,02.03.2026,Farmahem,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,8,Loss on Drying,8.4,051-5-ГС/26,02.03.2026,Farmahem,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,9.1,TAMC,not tested,—,—,—,,not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,9.1,TAMC,"4,4 × 10²",547/1078/26,31.08.2026,IPH — Institute of Public Health,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,9.2,TYMC,not tested,—,—,—,,not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,9.2,TYMC,"8,6 × 10²",547/1078/26,31.08.2026,IPH — Institute of Public Health,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,9.3,Bile-tolerant gram-neg.,not tested,—,—,—,,not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,9.3,Bile-tolerant gram-neg.,< 10² and > 10,547/1078/26,31.08.2026,IPH — Institute of Public Health,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,9.4,Salmonella,not tested,—,—,—,,not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,9.4,Salmonella,Absent | Отсутна,547/1078/26,31.08.2026,IPH — Institute of Public Health,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,9.5,Escherichia coli,not tested,—,—,—,,not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,9.5,Escherichia coli,Absent | Отсутна,547/1078/26,31.08.2026,IPH — Institute of Public Health,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,9.6,Pseudomonas aeruginosa,upon request — not required for release,—,—,—,,upon request — not required for release
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,9.7,Staphylococcus aureus,upon request — not required for release,—,—,—,,upon request — not required for release
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,10.1,Aflatoxin B₁,not tested,—,—,—,,not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,10.1,Aflatoxin B₁,ND,227-14-М/26,16.09.2026,Farmahem,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,10.2,Aflatoxins ∑,not tested,—,—,—,,not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,10.2,Aflatoxins ∑,ND,227-14-М/26,16.09.2026,Farmahem,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,10.3,Ochratoxin A,not tested,—,—,—,,not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,10.3,Ochratoxin A,ND,227-14-М/26,16.09.2026,Farmahem,,covered
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,11.1,Lead (Pb),not tested,—,—,—,,not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,11.1,Lead (Pb),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,11.2,Cadmium (Cd),not tested,—,—,—,,not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,11.2,Cadmium (Cd),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,11.3,Arsenic (As),not tested,—,—,—,,not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,11.3,Arsenic (As),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,11.4,Mercury (Hg),not tested,—,—,—,,not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,11.4,Mercury (Hg),carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-056,release,06.06.2026,12,Pesticide Residues,not tested,—,—,—,,not tested — no certificate covers it
J31112501,J31112501,Jokerz 31,CoQ-PP_26-153,reissue — 12-month retest,21.09.2026,12,Pesticide Residues,carried from the initial testing — not tested,—,—,—,,carried from the initial testing (the batch's initial CoQ (number assigned on issue)) — not tested — no certificate covers it
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-058,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,1,"Identification A, Appearance · Macroscopic",Conforms | Одговара,iCoA-PP_26-113,27.07.2026,Purely Plant GmbH (in-house),yes,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-058,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,2,Identification B · Microscopic,Conforms | Одговара,iCoA-PP_26-113,27.07.2026,Purely Plant GmbH (in-house),yes,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,ППК26063,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,3,Identification C · HPLC/HPTLC,Conforms | Одговара,197-15-К/26,07.08.2026,Farmahem,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,4,Assay — Total Δ⁹-THC,19.64,ППК26063,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,4,Assay — Total Δ⁹-THC,20.32,197-15-К/26,07.08.2026,Farmahem,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,5,Assay — Total CBD,0.06,ППК26063,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,5,Assay — Total CBD,< LOQ,197-15-К/26,07.08.2026,Farmahem,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,6,Total CBN,< LOQ %,ППК26063,11.05.2026,CNP,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,6,Total CBN,< LOQ,197-15-К/26,07.08.2026,Farmahem,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-058,03.06.2026,Purely Plant GmbH (in-house),yes,to be performed — see route
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,7,Foreign Matter,Conforms | Одговара,iCoA-PP_26-113,27.07.2026,Purely Plant GmbH (in-house),yes,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-057,release,06.06.2026,8,Loss on Drying,6.69,ППК26063,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,covered
P060212,JD112501,Jelly Donuts,CoQ-PP_26-100,reissue — 12-month retest,17.08.2026,8,Loss on Drying,6.69,ППК26063,11.05.2026,UKIM Faculty of Pharmacy — Center for Natural Products,,carried from the initial testing (CoQ-PP-2026-0015) — covered
