wave	wave_name	coq_code	issue_date	batch	pp_batch	strain	version	supersedes_qccoa	supersedes_coq	tranche	spec_code	param_no	parameter	criterion	state	value	source	cert_code	route
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0039	2026-07-21	GG032601		Gorilla Glue	1			—		9a	TAMC	≤ 10^5 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0039	2026-07-21	GG032601		Gorilla Glue	1			—		9b	TYMC	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0039	2026-07-21	GG032601		Gorilla Glue	1			—		9c	Bile-tolerant gram-neg.	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0039	2026-07-21	GG032601		Gorilla Glue	1			—		9d	Salmonella	Absence / 25 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0039	2026-07-21	GG032601		Gorilla Glue	1			—		9e	Escherichia coli	Absence / 1 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0039	2026-07-21	GG032601		Gorilla Glue	1			—		10a	Aflatoxin B1	≤ 2 µg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0039	2026-07-21	GG032601		Gorilla Glue	1			—		10b	Aflatoxins ∑ (B1+B2+G1+G2)	≤ 4 µg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0039	2026-07-21	GG032601		Gorilla Glue	1			—		10c	Ochratoxin A	≤ 20 µg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0039	2026-07-21	GG032601		Gorilla Glue	1			—		11a	Lead (Pb)	≤ 0.5 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0039	2026-07-21	GG032601		Gorilla Glue	1			—		11b	Cadmium (Cd)	≤ 0.3 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0039	2026-07-21	GG032601		Gorilla Glue	1			—		11c	Arsenic (As)	≤ 0.2 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0039	2026-07-21	GG032601		Gorilla Glue	1			—		11d	Mercury (Hg)	≤ 0.1 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0039	2026-07-21	GG032601		Gorilla Glue	1			—		12	Pesticide Residues	≤ LOQ per 2.8.13	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	1	Identification A, Appearance	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	2	Identification B	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	3	Identification C	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	4	Assay — Total Δ9-THC	16.20 - 19.79 %	OUTSOURCED	18.86	FARMAHEM		
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	5	Assay — Total CBD	≤ 1.0 %, w/w	OUTSOURCED	0.22	FARMAHEM		
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	6	Total CBN	≤ 1.0 %, w/w	OUTSOURCED	< LOQ	FARMAHEM		
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	7	Foreign Matter	≤ 2.0 % / 25–50 g	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	8	Loss on Drying	≤ 12.0 %	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	9a	TAMC	≤ 10^5 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	9b	TYMC	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	9c	Bile-tolerant gram-neg.	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	9d	Salmonella	Absence / 25 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	9e	Escherichia coli	Absence / 1 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	10a	Aflatoxin B1	≤ 2 µg/kg	OUTSOURCED	ND	FARMAHEM		
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	10b	Aflatoxins ∑ (B1+B2+G1+G2)	≤ 4 µg/kg	NOT TESTED				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	10c	Ochratoxin A	≤ 20 µg/kg	OUTSOURCED	ND	FARMAHEM		
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	11a	Lead (Pb)	≤ 0.5 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	11b	Cadmium (Cd)	≤ 0.3 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	11c	Arsenic (As)	≤ 0.2 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	11d	Mercury (Hg)	≤ 0.1 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0042	2026-08-10	FB012602	P060352	Fat Bastard	1			T1	QCSP_001_FB-I_v.01	12	Pesticide Residues	≤ LOQ per 2.8.13	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	1	Identification A, Appearance	Conforms to monograph	OUTSOURCED	Одговара	UKIM_CNP	ППК26114	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	2	Identification B	Conforms to monograph	OUTSOURCED	Одговара	UKIM_CNP	ППК26114	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	3	Identification C	Conforms to monograph	MISSING				iCoA?
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	4	Assay — Total Δ9-THC	14.40 - 17.59 %	OUTSOURCED	16.70	FARMAHEM	197-8-К/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	5	Assay — Total CBD	≤ 1.0 %, w/w	OUTSOURCED	< LOQ	FARMAHEM	197-8-К/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	6	Total CBN	≤ 1.0 %, w/w	OUTSOURCED	< LOQ	FARMAHEM	197-8-К/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	7	Foreign Matter	≤ 2.0 % / 25–50 g	OUTSOURCED	0.09 % (Одговара)	UKIM_CNP	ППК26114	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	8	Loss on Drying	≤ 12.0 %	OUTSOURCED	6.48 %	UKIM_CNP	ППК26114	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	9a	TAMC	≤ 10^5 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	9b	TYMC	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	9c	Bile-tolerant gram-neg.	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	9d	Salmonella	Absence / 25 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	9e	Escherichia coli	Absence / 1 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	10a	Aflatoxin B1	≤ 2 µg/kg	OUTSOURCED	ND	FARMAHEM	197-8-М/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	10b	Aflatoxins ∑ (B1+B2+G1+G2)	≤ 4 µg/kg	NOT TESTED				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	10c	Ochratoxin A	≤ 20 µg/kg	OUTSOURCED	ND	FARMAHEM	197-8-М/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	11a	Lead (Pb)	≤ 0.5 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	11b	Cadmium (Cd)	≤ 0.3 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	11c	Arsenic (As)	≤ 0.2 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	11d	Mercury (Hg)	≤ 0.1 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0043	2026-08-10	GG012603	P060402	Gorilla Glue	1			T1	QCSP_001_GG-II_v.01	12	Pesticide Residues	≤ LOQ per 2.8.13	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	1	Identification A, Appearance	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	2	Identification B	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	3	Identification C	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	4	Assay — Total Δ9-THC	18.00 - 21.99 %	OUTSOURCED	20.32	FARMAHEM		
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	5	Assay — Total CBD	≤ 1.0 %, w/w	OUTSOURCED	< LOQ	FARMAHEM		
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	6	Total CBN	≤ 1.0 %, w/w	OUTSOURCED	< LOQ	FARMAHEM		
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	7	Foreign Matter	≤ 2.0 % / 25–50 g	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	8	Loss on Drying	≤ 12.0 %	OUTSOURCED	6.69 %	UKIM_CNP	ППК26063	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	9a	TAMC	≤ 10^5 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	9b	TYMC	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	9c	Bile-tolerant gram-neg.	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	9d	Salmonella	Absence / 25 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	9e	Escherichia coli	Absence / 1 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	10a	Aflatoxin B1	≤ 2 µg/kg	OUTSOURCED	ND	FARMAHEM		
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	10b	Aflatoxins ∑ (B1+B2+G1+G2)	≤ 4 µg/kg	OUTSOURCED	< 2	IJZ	2361/2026	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	10c	Ochratoxin A	≤ 20 µg/kg	OUTSOURCED	ND	FARMAHEM		
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	11a	Lead (Pb)	≤ 0.5 mg/kg	OUTSOURCED	0,022	IJZ	2361/2026	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	11b	Cadmium (Cd)	≤ 0.3 mg/kg	OUTSOURCED	0,0149	IJZ	2361/2026	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	11c	Arsenic (As)	≤ 0.2 mg/kg	OUTSOURCED	0,02	IJZ	2361/2026	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	11d	Mercury (Hg)	≤ 0.1 mg/kg	OUTSOURCED	0,0166	IJZ	2361/2026	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0044	2026-08-10	JD112501	P060212	Jelly Donuts	1			T1	QCSP_001_JD-II_v.01	12	Pesticide Residues	≤ LOQ per МКС EN 15662	OUTSOURCED	≤ LOQ (all 26 compounds)	IJZ	2361/2026	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		1	Identification A, Appearance	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		2	Identification B	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		3	Identification C	Conforms to monograph	HELD				ruling
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		4	Assay — Total Δ9-THC	NO MASTER ROW - criterion unknown	OUTSOURCED	17.67	FARMAHEM	197-6-К/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		5	Assay — Total CBD	≤ 1.0 %, w/w	OUTSOURCED	< LOQ	FARMAHEM	197-6-К/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		6	Total CBN	≤ 1.0 %, w/w	OUTSOURCED	< LOQ	FARMAHEM	197-6-К/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		7	Foreign Matter	≤ 2.0 % / 25–50 g	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		8	Loss on Drying	≤ 12.0 %	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		9a	TAMC	≤ 10^5 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		9b	TYMC	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		9c	Bile-tolerant gram-neg.	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		9d	Salmonella	Absence / 25 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		9e	Escherichia coli	Absence / 1 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		10a	Aflatoxin B1	≤ 2 µg/kg	OUTSOURCED	ND	FARMAHEM	197-6-М/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		10b	Aflatoxins ∑ (B1+B2+G1+G2)	≤ 4 µg/kg	NOT TESTED				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		10c	Ochratoxin A	≤ 20 µg/kg	OUTSOURCED	ND	FARMAHEM	197-6-М/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		11a	Lead (Pb)	≤ 0.5 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		11b	Cadmium (Cd)	≤ 0.3 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		11c	Arsenic (As)	≤ 0.2 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		11d	Mercury (Hg)	≤ 0.1 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0045	2026-08-10	P060332		Cash Cow	1			—		12	Pesticide Residues	≤ LOQ per 2.8.13	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	1	Identification A, Appearance	Conforms to monograph	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	2	Identification B	Conforms to monograph	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	3	Identification C	Conforms to monograph	MISSING				iCoA?
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	4	Assay — Total Δ9-THC	16.20 - 19.79 %	OUTSOURCED	17.84	FARMAHEM		
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	5	Assay — Total CBD	≤ 1.0 %, w/w	OUTSOURCED	<LOQ	FARMAHEM		
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	6	Total CBN	≤ 1.0 %, w/w	OUTSOURCED	<LOQ	FARMAHEM		
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	7	Foreign Matter	≤ 2.0 % / 25–50 g	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	8	Loss on Drying	≤ 12.0 %	MISSING				iCoA
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	9a	TAMC	≤ 10^5 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	9b	TYMC	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	9c	Bile-tolerant gram-neg.	≤ 10^4 CFU/g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	9d	Salmonella	Absence / 25 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	9e	Escherichia coli	Absence / 1 g	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	10a	Aflatoxin B1	≤ 2 µg/kg	OUTSOURCED	ND	FARMAHEM	197-21-М/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	10b	Aflatoxins ∑ (B1+B2+G1+G2)	≤ 4 µg/kg	NOT TESTED				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	10c	Ochratoxin A	≤ 20 µg/kg	OUTSOURCED	ND	FARMAHEM	197-21-М/26	
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	11a	Lead (Pb)	≤ 0.5 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	11b	Cadmium (Cd)	≤ 0.3 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	11c	Arsenic (As)	≤ 0.2 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	11d	Mercury (Hg)	≤ 0.1 mg/kg	MISSING				OUTSOURCE
2	First-issue CoQ, remaining batches	CoQ-PP-2026-0046	2026-08-10	SCR012603	P060382	Scrambler	1			T1	QCSP_001_SCR-II_v.01	12	Pesticide Residues	≤ LOQ per 2.8.13	MISSING				OUTSOURCE
3	Tranche 1 retest reissue	CoQ-PP-2026-0016	2026-03-05	GP0824_02	P050022	Grape Pie	2	QCCoA 001	CoQ-PP-2025-0013	T1	QCSP_001_GP-III_v.01	1	Identification A, Appearance	Conforms to monograph	MISSING				iCoA
3	Tranche 1 retest reissue	CoQ-PP-2026-0016	2026-03-05	GP0824_02	P050022	Grape Pie	2	QCCoA 001	CoQ-PP-2025-0013	T1	QCSP_001_GP-III_v.01	2	Identification B	Conforms to monograph	MISSING				iCoA
3	Tranche 1 retest reissue	CoQ-PP-2026-0016	2026-03-05	GP0824_02	P050022	Grape Pie	2	QCCoA 001	CoQ-PP-2025-0013	T1	QCSP_001_GP-III_v.01	3	Identification C	Conforms to monograph	MISSING				iCoA?
3	Tranche 1 retest reissue	CoQ-PP-2026-0016	2026-03-05	GP0824_02	P050022	Grape Pie	2	QCCoA 001	CoQ-PP-2025-0013	T1	QCSP_001_GP-III_v.01	4	Assay — Total Δ9-THC	21.60 - 26.39 %	OUTSOURCED	23.19	UKIM_CNP	ППК25174	
3	Tranche 1 retest reissue	CoQ-PP-2026-0016	2026-03-05	GP0824_02	P050022	Grape Pie	2	QCCoA 001	CoQ-PP-2025-0013	T1	QCSP_001_GP-III_v.01	5	Assay — Total CBD	≤ 1.0 %, w/w	OUTSOURCED	0.07	UKIM_CNP	ППК25174	
