Seq	Cultivation Batch	P-Number	Strain	Parameter	Acceptance Criterion	Result	Certificate Code	Issue Date	Issuing Institution	Drive File Link
2	MB0824_04	P050032	Motor Breath	Delta-9-THCA content	/	20.44%	ППК25118	06.05.2025 (completed 05.05.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Total CBD (CBD + CBDA x 0.877)	/	0.05%	ППК25118	06.05.2025 (completed 05.05.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Total Delta-9-THC (THC + THCA x 0.877)	/	18.67%	ППК25118	06.05.2025 (completed 05.05.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Deltamethrin	<0.5 mg/kg	N.D.	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Chlorpyriphos-methyl	<0.1 mg/kg	N.D.	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Chlorpyriphos-ethyl	<0.2 mg/kg	N.D.	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Endosulfan (sum of isomers and endosulfan sulfate)	<3 mg/kg	N.D.	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Lindan	<0.6 mg/kg	N.D.	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Aldrin and dieldrin (sum of)	<0.05 mg/kg	N.D.	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	HCH (sum of alpha-, beta-, delta- and epsilon-)	<0.3 mg/kg	N.D.	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	HCB (Hexachlorbenzene)	<0.1 mg/kg	N.D.	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	DDT (total)	<1 mg/kg	N.D.	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Heptachlor (sum of heptachlor and heptachlorepoxide)	<0.05 mg/kg	N.D.	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Endrin	<0.05 mg/kg	N.D.	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Chlordane (sum of cis- and trans-)	<0.05 mg/kg	N.D.	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Metoxychlor	<0.05 mg/kg	N.D.	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Cadmium	<0.3 mg/kg (≤ 1)	0.005 mg/kg	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Lead	<0.5 mg/kg (≤ 5)	0.031 mg/kg	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Mercury	<0.1 mg/kg	N.D.	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Arsenic	<0.2 mg/kg (≤ 2)	0.011 mg/kg	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Total aflatoxins	<4 µg/kg	<2 µg/kg	2157/2025	07.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Total aerobic microbial count (TAMC)	≤ 10³ CFU/g	<10 CFU/g	406/0744/25	05.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Total combined yeasts/moulds count (TYMC)	≤ 10² CFU/g	<10 CFU/g	406/0744/25	05.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Bile-tolerant gram-negative bacteria	≤ 10⁴ CFU/g	<10 CFU/g	406/0744/25	05.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Escherichia coli	absent/g	Одговара (absent)	406/0744/25	05.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
2	MB0824_04	P050032	Motor Breath	Salmonella	absent/25g	Одговара (absent)	406/0744/25	05.05.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1i0eGbiNlnEwbp1tYimHtVsMT48Gmmqo8/view
3	GP0824_03	P050072	Grape Pie	Loss on Drying	≤ 10.00%	6.58%	ППК25175	10.07.2025 (completed 09.07.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Cannabidiolic acid (CBDA) content	/	0.09%	ППК25175	10.07.2025 (completed 09.07.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Cannabidiol (CBD) content	/	ND	ППК25175	10.07.2025 (completed 09.07.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Cannabinol (CBN) content	≤ 1.00%	BLQ	ППК25175	10.07.2025 (completed 09.07.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Delta-9-THC content	/	0.86%	ППК25175	10.07.2025 (completed 09.07.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Delta-9-THCA content	/	28.03%	ППК25175	10.07.2025 (completed 09.07.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Total CBD (CBD + CBDA x 0.877)	/	0.08%	ППК25175	10.07.2025 (completed 09.07.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Total Delta-9-THC (THC + THCA x 0.877)	/	25.45%	ППК25175	10.07.2025 (completed 09.07.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Deltamethrin	<0.5 mg/kg	N.D.	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Chlorpyriphos-methyl	<0.1 mg/kg	N.D.	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Chlorpyriphos-ethyl	<0.2 mg/kg	N.D.	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Endosulfan (sum of isomers and endosulfan sulfate)	<3 mg/kg	N.D.	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Lindan	<0.6 mg/kg	N.D.	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Aldrin and dieldrin (sum of)	<0.05 mg/kg	N.D.	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	HCH (sum of alpha-, beta-, delta- and epsilon-)	<0.3 mg/kg	N.D.	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	HCB (Hexachlorbenzene)	<0.1 mg/kg	N.D.	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	DDT (total)	<1 mg/kg	N.D.	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Heptachlor (sum of heptachlor and heptachlorepoxide)	<0.05 mg/kg	N.D.	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Endrin	<0.05 mg/kg	N.D.	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Chlordane (sum of cis- and trans-)	<0.05 mg/kg	N.D.	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Metoxychlor	<0.05 mg/kg	N.D.	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Cadmium	<0.3 mg/kg (≤ 1)	N.D.	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Lead	<0.5 mg/kg (≤ 5)	N.D.	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Mercury	<0.1 mg/kg	N.D.	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Arsenic	<0.2 mg/kg (≤ 2)	0.119 mg/kg	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Total aflatoxins	<4 µg/kg	<2 µg/kg	3178/2025	26.06.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Total aerobic microbial count (TAMC)	≤ 10⁵ CFU/g	1.1×10⁴ CFU/g	628/1129/25	02.07.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Total combined yeasts/moulds count (TYMC)	≤ 10⁴ CFU/g	1.2×10³ CFU/g	628/1129/25	02.07.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Bile-tolerant gram-negative bacteria	≤ 10⁴ CFU/g	<10¹ and >10³ CFU/g	628/1129/25	02.07.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Escherichia coli	absent/g	Одговара (absent)	628/1129/25	02.07.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Salmonella	absent/25g	Одговара (absent)	628/1129/25	02.07.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/143EB2FA6gk-btkoAess_XHy8URb5KfrV/view
3	GP0824_03	P050072	Grape Pie	Loss on Drying (Stability Month 6, 25°C/60%RH)	≤ 10.00%	5.92%	ППК26034	05.03.2026 (completed 04.03.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1pJdW4nzThH0lNiiJ3M5b5WAfG0UXz4rQ/view
3	GP0824_03	P050072	Grape Pie	CBDA content (Stability Month 6, 25°C/60%RH)	/	0.04%	ППК26034	05.03.2026 (completed 04.03.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1pJdW4nzThH0lNiiJ3M5b5WAfG0UXz4rQ/view
3	GP0824_03	P050072	Grape Pie	CBD content (Stability Month 6, 25°C/60%RH)	/	BLQ	ППК26034	05.03.2026 (completed 04.03.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1pJdW4nzThH0lNiiJ3M5b5WAfG0UXz4rQ/view
3	GP0824_03	P050072	Grape Pie	CBN content (Stability Month 6, 25°C/60%RH)	/ (no limit on stability report)	0.05%	ППК26034	05.03.2026 (completed 04.03.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1pJdW4nzThH0lNiiJ3M5b5WAfG0UXz4rQ/view
3	GP0824_03	P050072	Grape Pie	Delta-9-THC content (Stability Month 6, 25°C/60%RH)	/	9.97%	ППК26034	05.03.2026 (completed 04.03.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1pJdW4nzThH0lNiiJ3M5b5WAfG0UXz4rQ/view
3	GP0824_03	P050072	Grape Pie	Delta-9-THCA content (Stability Month 6, 25°C/60%RH)	/	16.70%	ППК26034	05.03.2026 (completed 04.03.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1pJdW4nzThH0lNiiJ3M5b5WAfG0UXz4rQ/view
3	GP0824_03	P050072	Grape Pie	Total CBD (Stability Month 6, 25°C/60%RH)	≤ 1.00% (spec)	0.04%	ППК26034	05.03.2026 (completed 04.03.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1pJdW4nzThH0lNiiJ3M5b5WAfG0UXz4rQ/view
3	GP0824_03	P050072	Grape Pie	Total Delta-9-THC (Stability Month 6, 25°C/60%RH)	/	24.62%	ППК26034	05.03.2026 (completed 04.03.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1pJdW4nzThH0lNiiJ3M5b5WAfG0UXz4rQ/view
3	GP0824_03	P050072	Grape Pie	Loss on Drying (Stability Month 6, 40°C/75%RH)	≤ 10.00%	5.52%	ППК26035	05.03.2026 (completed 04.03.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1rl0X4NOy6CGD00GCsEqFSUyF-XHCw-il/view
3	GP0824_03	P050072	Grape Pie	CBDA content (Stability Month 6, 40°C/75%RH)	/	0.03%	ППК26035	05.03.2026 (completed 04.03.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1rl0X4NOy6CGD00GCsEqFSUyF-XHCw-il/view
3	GP0824_03	P050072	Grape Pie	CBD content (Stability Month 6, 40°C/75%RH)	/	ND	ППК26035	05.03.2026 (completed 04.03.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1rl0X4NOy6CGD00GCsEqFSUyF-XHCw-il/view
3	GP0824_03	P050072	Grape Pie	CBN content (Stability Month 6, 40°C/75%RH)	/ (no limit on stability report)	2.15%	ППК26035	05.03.2026 (completed 04.03.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1rl0X4NOy6CGD00GCsEqFSUyF-XHCw-il/view
3	GP0824_03	P050072	Grape Pie	Delta-9-THC content (Stability Month 6, 40°C/75%RH)	/	14.98%	ППК26035	05.03.2026 (completed 04.03.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1rl0X4NOy6CGD00GCsEqFSUyF-XHCw-il/view
3	GP0824_03	P050072	Grape Pie	Delta-9-THCA content (Stability Month 6, 40°C/75%RH)	/	BLQ	ППК26035	05.03.2026 (completed 04.03.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1rl0X4NOy6CGD00GCsEqFSUyF-XHCw-il/view
3	GP0824_03	P050072	Grape Pie	Total CBD (Stability Month 6, 40°C/75%RH)	≤ 1.00% (spec)	0.02%	ППК26035	05.03.2026 (completed 04.03.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1rl0X4NOy6CGD00GCsEqFSUyF-XHCw-il/view
3	GP0824_03	P050072	Grape Pie	Total Delta-9-THC (Stability Month 6, 40°C/75%RH)	/	14.99%	ППК26035	05.03.2026 (completed 04.03.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1rl0X4NOy6CGD00GCsEqFSUyF-XHCw-il/view
3	GP0824_03	P050072	Grape Pie	Loss on Drying (Stability Month 9, 25°C/60%RH)	≤ 10.00%	7.07%	ППК26060	11.05.2026 (completed 07.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/13KsOntuE0sAah1EKwkeWrQvan2xVEL26/view
3	GP0824_03	P050072	Grape Pie	CBDA content (Stability Month 9, 25°C/60%RH)	/	0.04%	ППК26060	11.05.2026 (completed 07.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/13KsOntuE0sAah1EKwkeWrQvan2xVEL26/view
3	GP0824_03	P050072	Grape Pie	CBD content (Stability Month 9, 25°C/60%RH)	/	0.01%	ППК26060	11.05.2026 (completed 07.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/13KsOntuE0sAah1EKwkeWrQvan2xVEL26/view
3	GP0824_03	P050072	Grape Pie	CBN content (Stability Month 9, 25°C/60%RH)	/ (no limit on stability report)	0.04%	ППК26060	11.05.2026 (completed 07.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/13KsOntuE0sAah1EKwkeWrQvan2xVEL26/view
3	GP0824_03	P050072	Grape Pie	Delta-9-THC content (Stability Month 9, 25°C/60%RH)	/	15.14%	ППК26060	11.05.2026 (completed 07.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/13KsOntuE0sAah1EKwkeWrQvan2xVEL26/view
3	GP0824_03	P050072	Grape Pie	Delta-9-THCA content (Stability Month 9, 25°C/60%RH)	/	12.36%	ППК26060	11.05.2026 (completed 07.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/13KsOntuE0sAah1EKwkeWrQvan2xVEL26/view
3	GP0824_03	P050072	Grape Pie	Total CBD (Stability Month 9, 25°C/60%RH)	≤ 1.00% (spec)	0.04%	ППК26060	11.05.2026 (completed 07.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/13KsOntuE0sAah1EKwkeWrQvan2xVEL26/view
3	GP0824_03	P050072	Grape Pie	Total Delta-9-THC (Stability Month 9, 25°C/60%RH)	/	25.98%	ППК26060	11.05.2026 (completed 07.05.2026)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/13KsOntuE0sAah1EKwkeWrQvan2xVEL26/view
4	GP0824_01	P050102	Grape Pie	Loss on Drying	≤ 10.00%	6.73%	ППК25105	17.04.2025 (completed 15.04.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1fNHLDSV9zrYtdYMEKa6VwU73jBPq7qR7/view
4	GP0824_01	P050102	Grape Pie	Cannabidiolic acid (CBDA) content	/	0.07%	ППК25105	17.04.2025 (completed 15.04.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1fNHLDSV9zrYtdYMEKa6VwU73jBPq7qR7/view
4	GP0824_01	P050102	Grape Pie	Cannabidiol (CBD) content	/	ND	ППК25105	17.04.2025 (completed 15.04.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1fNHLDSV9zrYtdYMEKa6VwU73jBPq7qR7/view
4	GP0824_01	P050102	Grape Pie	Cannabinol (CBN) content	≤ 1.00%	ND	ППК25105	17.04.2025 (completed 15.04.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1fNHLDSV9zrYtdYMEKa6VwU73jBPq7qR7/view
4	GP0824_01	P050102	Grape Pie	Delta-9-THC content	/	0.47%	ППК25105	17.04.2025 (completed 15.04.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1fNHLDSV9zrYtdYMEKa6VwU73jBPq7qR7/view
4	GP0824_01	P050102	Grape Pie	Delta-9-THCA content	/	23.17%	ППК25105	17.04.2025 (completed 15.04.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1fNHLDSV9zrYtdYMEKa6VwU73jBPq7qR7/view
4	GP0824_01	P050102	Grape Pie	Total CBD (CBD + CBDA x 0.877)	/	0.06%	ППК25105	17.04.2025 (completed 15.04.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1fNHLDSV9zrYtdYMEKa6VwU73jBPq7qR7/view
4	GP0824_01	P050102	Grape Pie	Total Delta-9-THC (THC + THCA x 0.877)	/	20.79%	ППК25105	17.04.2025 (completed 15.04.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1fNHLDSV9zrYtdYMEKa6VwU73jBPq7qR7/view
4	GP0824_01	P050102	Grape Pie	Deltamethrin	<0.5 mg/kg	N.D.	1767/2025	11.04.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1fNHLDSV9zrYtdYMEKa6VwU73jBPq7qR7/view
4	GP0824_01	P050102	Grape Pie	Chlorpyriphos-methyl	<0.1 mg/kg	N.D.	1767/2025	11.04.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1fNHLDSV9zrYtdYMEKa6VwU73jBPq7qR7/view
4	GP0824_01	P050102	Grape Pie	Chlorpyriphos-ethyl	<0.2 mg/kg	N.D.	1767/2025	11.04.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1fNHLDSV9zrYtdYMEKa6VwU73jBPq7qR7/view
4	GP0824_01	P050102	Grape Pie	Endosulfan (sum of isomers and endosulfan sulfate)	<3 mg/kg	N.D.	1767/2025	11.04.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1fNHLDSV9zrYtdYMEKa6VwU73jBPq7qR7/view
4	GP0824_01	P050102	Grape Pie	Lindan	<0.6 mg/kg	N.D.	1767/2025	11.04.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1fNHLDSV9zrYtdYMEKa6VwU73jBPq7qR7/view
4	GP0824_01	P050102	Grape Pie	Aldrin and dieldrin (sum of)	<0.05 mg/kg	N.D.	1767/2025	11.04.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1fNHLDSV9zrYtdYMEKa6VwU73jBPq7qR7/view
4	GP0824_01	P050102	Grape Pie	HCH (sum of alpha-, beta-, delta- and epsilon-)	<0.3 mg/kg	N.D.	1767/2025	11.04.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1fNHLDSV9zrYtdYMEKa6VwU73jBPq7qR7/view
