Seq	Cultivation Batch	P-Number	Strain	Parameter	Acceptance Criterion	Result	Certificate Code	Issue Date	Issuing Institution	Drive File Link
7	BSS1024		Blue Sunset Sherbet	Total combined yeasts/moulds count (TYMC)	≤ 10⁴ CFU/g	2.2×10³ CFU/g	161/0269/25	24.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1l2jbM-8J01E0jPeqpNv9Ebyxn0L2efYA/view
7	BSS1024		Blue Sunset Sherbet	Bile-tolerant gram-negative bacteria	≤ 10⁴ CFU/g	<10² and >10 CFU/g	161/0269/25	24.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1l2jbM-8J01E0jPeqpNv9Ebyxn0L2efYA/view
7	BSS1024		Blue Sunset Sherbet	Escherichia coli	absent/g	Одговара (absent)	161/0269/25	24.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1l2jbM-8J01E0jPeqpNv9Ebyxn0L2efYA/view
7	BSS1024		Blue Sunset Sherbet	Salmonella	absent/25g	Одговара (absent)	161/0269/25	24.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1l2jbM-8J01E0jPeqpNv9Ebyxn0L2efYA/view
7	BSS1024		Blue Sunset Sherbet	Total Delta-9-THC (Farmahem retest)	min 5.00% (PP release spec)	25.01 %w/w (U 1.54)	197-2-К/26	07.08.2026 (received 27.07.2026, analysed 28.07.2026)	Farmahem — Laboratorija za zivotna sredina	https://drive.google.com/file/d/1qJV8tDdVqHXWGqsXszGGbjKfXNi56PXh/view
7	BSS1024		Blue Sunset Sherbet	Total CBN (Farmahem retest)	max 1.00% (PP release spec)	<LOQ %w/w	197-2-К/26	07.08.2026 (received 27.07.2026, analysed 28.07.2026)	Farmahem — Laboratorija za zivotna sredina	https://drive.google.com/file/d/1qJV8tDdVqHXWGqsXszGGbjKfXNi56PXh/view
7	BSS1024		Blue Sunset Sherbet	Total CBD (Farmahem retest)	max 1.00% (PP release spec)	<LOQ %w/w	197-2-К/26	07.08.2026 (received 27.07.2026, analysed 28.07.2026)	Farmahem — Laboratorija za zivotna sredina	https://drive.google.com/file/d/1qJV8tDdVqHXWGqsXszGGbjKfXNi56PXh/view
7	BSS1024		Blue Sunset Sherbet	Aflatoxin B1 (Farmahem retest)	≤ 2 µg/kg (Ph.Eur. ref)	ND	197-2-М/26	10.08.2026 (received 29.07.2026, analysed 06.08.2026)	Farmahem — Laboratorija za zivotna sredina	https://drive.google.com/file/d/1vSOhdNMoW_w7IyOz6XsqxbdOsw3ofImc/view
7	BSS1024		Blue Sunset Sherbet	Aflatoxin B2 (Farmahem retest)	(included in Σ aflatoxins)	ND	197-2-М/26	10.08.2026 (received 29.07.2026, analysed 06.08.2026)	Farmahem — Laboratorija za zivotna sredina	https://drive.google.com/file/d/1vSOhdNMoW_w7IyOz6XsqxbdOsw3ofImc/view
7	BSS1024		Blue Sunset Sherbet	Aflatoxin G1 (Farmahem retest)	(included in Σ aflatoxins)	ND	197-2-М/26	10.08.2026 (received 29.07.2026, analysed 06.08.2026)	Farmahem — Laboratorija za zivotna sredina	https://drive.google.com/file/d/1vSOhdNMoW_w7IyOz6XsqxbdOsw3ofImc/view
7	BSS1024		Blue Sunset Sherbet	Aflatoxin G2 (Farmahem retest)	(included in Σ aflatoxins)	ND	197-2-М/26	10.08.2026 (received 29.07.2026, analysed 06.08.2026)	Farmahem — Laboratorija za zivotna sredina	https://drive.google.com/file/d/1vSOhdNMoW_w7IyOz6XsqxbdOsw3ofImc/view
7	BSS1024		Blue Sunset Sherbet	Sum aflatoxins B1+B2+G1+G2 (Farmahem retest)	≤ 4 µg/kg (Ph.Eur. ref)	ND (all four not detected)	197-2-М/26	10.08.2026 (received 29.07.2026, analysed 06.08.2026)	Farmahem — Laboratorija za zivotna sredina	https://drive.google.com/file/d/1vSOhdNMoW_w7IyOz6XsqxbdOsw3ofImc/view
7	BSS1024		Blue Sunset Sherbet	Ochratoxin A (Farmahem retest)	per PP spec (Ph.Eur. ref ≤ 20 µg/kg)	ND	197-2-М/26	10.08.2026 (received 29.07.2026, analysed 06.08.2026)	Farmahem — Laboratorija za zivotna sredina	https://drive.google.com/file/d/1vSOhdNMoW_w7IyOz6XsqxbdOsw3ofImc/view
8	CJ1024		Cap Junky	Loss on Drying	≤ 10.00%	5.91%	ППК25052	26.02.2025 (completed 24.02.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Cannabidiolic acid (CBDA) content	/	0.06%	ППК25052	26.02.2025 (completed 24.02.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Cannabidiol (CBD) content	/	BLQ	ППК25052	26.02.2025 (completed 24.02.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Cannabinol (CBN) content	≤ 1.00%	0.02%	ППК25052	26.02.2025 (completed 24.02.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Delta-9-THC content	/	0.93%	ППК25052	26.02.2025 (completed 24.02.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Delta-9-THCA content	/	25.16%	ППК25052	26.02.2025 (completed 24.02.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Total CBD (CBD + CBDA x 0.877)	/	0.05%	ППК25052	26.02.2025 (completed 24.02.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Total Delta-9-THC (THC + THCA x 0.877)	/	23.00%	ППК25052	26.02.2025 (completed 24.02.2025)	UKIM Faculty of Pharmacy — Center for Natural Products	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Deltamethrin	<0.5 mg/kg	N.D.	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Chlorpyriphos-methyl	<0.1 mg/kg	N.D.	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Chlorpyriphos-ethyl	<0.2 mg/kg	N.D.	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Endosulfan (sum of isomers and endosulfan sulfate)	<3 mg/kg	N.D.	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Lindan	<0.6 mg/kg	N.D.	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Aldrin and dieldrin (sum of)	<0.05 mg/kg	N.D.	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	HCH (sum of alpha-, beta-, delta- and epsilon-)	<0.3 mg/kg	N.D.	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	HCB (Hexachlorbenzene)	<0.1 mg/kg	N.D.	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	DDT (total)	<1 mg/kg	N.D.	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Heptachlor (sum of heptachlor and heptachlorepoxide)	<0.05 mg/kg	N.D.	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Endrin	<0.05 mg/kg	N.D.	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Chlordane (sum of cis- and trans-)	<0.05 mg/kg	N.D.	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Metoxychlor	<0.05 mg/kg	N.D.	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Cadmium	<0.3 mg/kg (≤ 1)	0.013 mg/kg	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Lead	<0.5 mg/kg (≤ 5)	0.036 mg/kg	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Mercury	<0.1 mg/kg	0.006 mg/kg	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Arsenic	<0.2 mg/kg (≤ 2)	0.063 mg/kg	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Total aflatoxins	<4 µg/kg	<2 µg/kg	750/2025	27.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Total aerobic microbial count (TAMC)	≤ 10⁵ CFU/g	8.4×10³ CFU/g	164/0272/25	24.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Total combined yeasts/moulds count (TYMC)	≤ 10⁴ CFU/g	<10 CFU/g	164/0272/25	24.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Bile-tolerant gram-negative bacteria	≤ 10⁴ CFU/g	<10 CFU/g	164/0272/25	24.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Escherichia coli	absent/g	Одговара (absent)	164/0272/25	24.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
8	CJ1024		Cap Junky	Salmonella	absent/25g	Одговара (absent)	164/0272/25	24.02.2025	IPH — Institute of Public Health	https://drive.google.com/file/d/1n0s9tGpM_xghxyYnjW6iKH99BPq4mq2b/view
9	GG1024		Gorilla Glue	Appearance — Visual	Dark green to pale yellow or light brown to reddish-brown female inflorescence, with characteristic aromatic odour	Confirms	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	Not stated on PP in-house CoA (row unmarked, not attributed to an accredited lab)	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Identification — DAB	The retention time of each cannabinoid of the test solution corresponds to its of the standard solution	Confirms	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Foreign matter — Ph. Eur. 2.8.2	< 2.0%	Confirms	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	Not stated on PP in-house CoA (row unmarked, not attributed to an accredited lab)	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Total Δ9-tetrahydrocannabinol — DAB	12.6 – 15.4% of the labelled amount	13.34%	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Total Cannabidiol — DAB	< 1.0%	0.03%	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Cannabinol — DAB	< 1.0%	N.D.	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Total aflatoxines — Ph. Eur. 2.8.18 / Afla test Fluorometric method	< 4 µg/kg	< 2 µg/kg	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Deltamethrin — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.5 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Chlorpyriphos-methyl — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.1 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Chlorpyriphos-ethyl — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.2 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Endosulfan (sum of isomers and endosulfan sulfate) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 3 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Lindan — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.6 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Aldrin and dieldrin (sum of) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.05 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	HCH (sum of α-, β-, δ- and ε) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.3 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	HCB (Hexachlorobenzene) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.1 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	DDT (total) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 1 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Heptachlor (sum of heptachlor and heptachloroepoxide) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.05 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Endrin — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.05 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Chlordane (sum of cis- and trans-) — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.05 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Metoxychlor — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.05 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Cadmium — Ph. Eur. 2.4.27 / MKC EN 17853:2023	< 0.3 mg/kg	0.016 mg/kg	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Lead — Ph. Eur. 2.4.27 / MKC EN 17853:2023	< 0.5 mg/kg	0.052 mg/kg	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Mercury — Ph. Eur. 2.4.27 / MKC EN 17853:2023	< 0.1 mg/kg	0.004 mg/kg	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Arsenic — Ph. Eur. 2.4.27 / MKC EN 17853:2023	< 0.2 mg/kg	0.04 mg/kg	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Total aerobic microbial count (TAMC) — Ph. Eur. 5.1.8, category C	<10^5, max 500 000 CFU/g	1.1·10^4 CFU/g	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Total combined yeasts/moulds count (TYMC) — Ph. Eur. 5.1.8, category C	<10^4, max 50 000 CFU/g	<10 CFU/g	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Bile-tolerant gram-negative bacteria — Ph. Eur. 2.6.12	<10^2 CFU/g	<10^2 >10 CFU/g	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Escherichia coli/g	To be absent	Absent	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
9	GG1024		Gorilla Glue	Salmonella/25g	To be absent	Absent	n/a — Purely Plant in-house CoA (Batch GG1024, no certificate/report number printed)	23.04.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1hBg1kL2hM7OlvFCwu488aNMj0Rrny_JC/view
10	HPA1024		High Pro Amnesia	Appearance — Visual	Dark green to pale yellow or light brown to reddish-brown female inflorescence, with characteristic aromatic odour	Confirms	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	Not stated on PP in-house CoA (row unmarked, not attributed to an accredited lab)	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Identification — DAB	The retention time of each cannabinoid of the test solution corresponds to its of the standard solution	Confirms	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Foreign matter — Ph. Eur. 2.8.2	< 2.0%	Confirms	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	Not stated on PP in-house CoA (row unmarked, not attributed to an accredited lab)	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Total Δ9-tetrahydrocannabinol — DAB	12.6 – 15.4% of the labelled amount	14.97%	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Total Cannabidiol — DAB	< 1.0%	0.04%	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Cannabinol — DAB	< 1.0%	N.D.	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Total aflatoxines — Ph. Eur. 2.8.18 / Afla test Fluorometric method	< 4 µg/kg	< 2 µg/kg	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Deltamethrin — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.5 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Chlorpyriphos-methyl — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.1 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
10	HPA1024		High Pro Amnesia	Chlorpyriphos-ethyl — Ph. Eur. 2.8.13 / MKC EN 15662:2020	< 0.2 mg/kg	N.D.	n/a — Purely Plant in-house CoA (Batch HPA1024, no certificate/report number printed)	23.01.2025	IPH / UKIM Faculty of Pharmacy [accredited labs per PP in-house CoA footnote**; lab not attributed per-row]	https://drive.google.com/file/d/1MIhYvfj3rHj3MqkKE2wfGAW0xlMQVzRo/view
