"QC BATCH RELEASE RESULTS REGISTER — FINAL POTENCY GRADES (27.08.2026, rev. 2 — T1+T2 re-analysis anchors of 26.08.2026)"
"Part 1: batch-level release results (CoQ-forming values) with assigned grade · Part 2: Specifications by Strain — every grade, range, and the results in it · Part 3: Batch -> Grade Assignments. Per-certificate detail: QC_Batch_Release_Results_Register.xlsx (letta-stack) and the eCoA Register sheet rev.5. Source: RAGFlow eCoA_DATABASE · ImB_Potency_Grade_Ranges · Potency Atlas. T2 values (Farmahem, 26.08.2026) are unofficial until the formal eCoAs are filed."

PART 1 — BATCH RELEASE QC (batch level)
No.,Batch,P-number,Strain,THC %,Grade range %,Potency grade,Spec code,CBD %,CBN %,LoD %,FM %,TAMC,TYMC,BTGNB,Salmonella,E.coli,AflaΣ,AflaB1,OTA,Pb,Cd,As,Hg,Pesticides,No. of certs,CoQ code
28,CJ072501,P050252,Cap Junky,23.70,23.00-25.00,III · CJ_THC24:CBD1,QCSP_001_CJ-III,0.09,,8.22,,"4,5 x 10^3 CFU/g","3,5 x 10^3 CFU/g",< 10 CFU/g,Одговара,Одговара,< 2,N.D.,N.D.,0.013,0.004,0.011,0.002,Н.д.,3,CoQ-PP-2026-0027
29,CLE072501,P050282,Clemosa a bud,8.65 (Т2 неофиц.),7.20-8.80,I · CLE_THC8:CBD1,QCSP_001_CLE-I,0.04,≤ 1.00,9.68,Confirms,< 10 CFU/g,< 10 CFU/g,,Отсутна,< 10 CFU/g,2.2,Н.д.,Н.д.,0.032,0.002,0.013,0.021,Одговара,4,CoQ-PP-2026-0030
30,PM072501,P050272,Permanent Marker,10.01,9.00-11.00,II · PM_THC10:CBD1,QCSP_001_PM-II,0.04,N.D,9.52,Confirms,110,200,<10,Одговара,Одговара,< 2,N.D.,N.D.,0.021,0.001,0.012,0.003,Н.д.,4,CoQ-PP-2026-0033
31,WC072501,P050262,Wedding Crasher,22.11,19.80-24.20,I · WC_THC22:CBD1,QCSP_001_WC-I,0.06,0.01,8.94,,100 CFU/g,90 CFU/g,< 10^2 CFU/g,Одговара,Одговара,< 2,Н.Д.,Н.Д.,0.023,0.005,0.006,0.01,Н.д.,3,CoQ-PP-2026-0028
32,GP072501/1,P050292,Grape Pie,21.36,18.00-22.00,IV · GP_THC20:CBD1,QCSP_001_GP-IV,0.11,0.02,6.62,Confirms,6 x 10³,"6,5 x 10³",< 10 CFU/g,Одговара,Одговара,< 2,Н.Д.,Н.Д.,0.028,0.003,0.03,0.025,Одговара,4,CoQ-PP-2026-0031
33,GP072501/2,P050302,Grape Pie,18.29 (Т2 неофиц.),18.00-22.00,IV · GP_THC20:CBD1,QCSP_001_GP-IV,0.10,0.03,7.41,Confirms,2 x 10²,3 x 10²,< 10,Одговара,Одговара,< 2,Н.Д.,Н.Д.,0.017,0.0028,0.02,0.019,Н.д.,4,CoQ-PP-2026-0032
34,GP082501/1,P050312,Grape Pie,25.13 (Т2 неофиц.),22.61-25.39,III · GP_THC24:CBD1,QCSP_001_GP-III,0.08,0.03,6.29,Confirms,"4,3 x 10^2",1 x 10^3,< 10³ and >10²,Одговара,Одговара,< 2,Н.Д.,Н.Д.,0.014,0.003,0.02,0.017,Н.Д.,4,CoQ-PP-2026-0034
35,GP082501/2,P050322,Grape Pie,15.70,14.40-17.60,V · GP_THC16:CBD1,QCSP_001_GP-V,< LOQ,< LOQ,6.88,Confirms,"3,2 x 10³","5,8 x 10³",< 10⁴ and >10³,Одговара,Одговара,< 2,ND,ND,0.013,0.003,0.02,0.016,Н.Д.,6,CoQ-PP-2026-0035
36,AB092501,P060052,Apple and Banana,16.93,14.40-17.60,I · AB_THC16:CBD1,QCSP_001_AB-I,0.08,ND,6.77,Confirms,< 10,< 10,<10 CFU/g,Одговара,Одговара,< 2,Н.Д.,Н.Д.,0.05,Н.Д.,Н.Д.,0.003,Н.Д.,4,CoQ-PP-2026-0037
37,CJ082501-2,P060032,Cap Junky,18.29,18.00-22.00,IV · CJ_THC20:CBD1,QCSP_001_CJ-IV,0.08,< LOQ,7.37,Confirms,"9,5 х 10^2 CFU/g","1,2 х 10^3 CFU/g",<10,Одговара,Одговара,< 2,ND,ND,0.073,Н.Д.,н.д.,н.д.,Н.д.,6,
38,CJ082501/1,P060022,Cap Junky,28.34 (Т2 неофиц.),27.00-29.00,I · CJ_THC28:CBD1,QCSP_001_CJ-I,0.09,0.02,7.21,Confirms,"1,5 x 10^2","1,3 x 10^2",<10,Одговара,Одговара,< 2,N.D.,N.D.,0.075,N.D.,N.D.,N.D.,N.D.,4,CoQ-PP-2026-0039
39,CJ092501,P060072,Cap Junky,25.65 (Т2 неофиц.),25.01-26.99,II · CJ_THC26:CBD1,QCSP_001_CJ-II,0.10,ND,7.64,Confirms,< 10 CFU/g,< 10 CFU/g,,Одговара,Одговара,< 2,Н.Д.,Н.Д.,0.04,Н.д.,Н.д.,0.004,Н.д.,4,CoQ-PP-2026-0042
40,GP092501,P060092,Grape Pie,25.24 (Т2 неофиц.),22.61-25.39,III · GP_THC24:CBD1,QCSP_001_GP-III,0.11,ND,6.91,Confirms,1 x 10²,< 10,<10,Одговара,Одговара,< 2,Н.Д.,Н.Д.,0.022,Н.Д.,Н.Д.,0.007,Н.Д.,4,CoQ-PP-2026-0038
41,OPM092501,P060042,Orange Punch Mimosa,10.18 (Т2 неофиц.),9.00-11.00,IV · OPM_THC10:CBD1,QCSP_001_OPM-IV,BLQ,ND,7.85,Confirms,10 CFU/g,10 CFU/g,,Одговара,Одговара,2.2,Н.Д.,Н.Д.,0.022,Н.д.,Н.д.,Н.д.,Н.д.,4,CoQ-PP-2026-0043
42,PM092501,P060062,Permanent Market,12.25,11.01-12.99,I · PM_THC12:CBD1,QCSP_001_PM-I,<LOQ,<LOQ,7.97,Confirms,2 x 10^3 CFU/g,"2,2 x 10^3 CFU/g",< 10 CFU/g,Одговара,Одговара,< 2,ND,ND,0.03,Н.Д.,Н.Д.,Н.Д.,Одговара,6,
43,SJ092501,P060082,Sleepy Joy,10.39 (Т2 неофиц.),9.00-11.00,II · SJ_THC10:CBD1,QCSP_001_SJ-II,0.07,BLQ,8.68,Confirms,< 10 CFU/g,< 10 CFU/g,<10,– отсутна/25 g,– отсутна/g,2,Н.Д.,Н.Д.,0.08,Н.Д.,Н.Д.,0.003,Н.Д.,4,CoQ-PP-2026-0045
44,WC082501,P060012,Wedding Crasher,23.48 (Т2 неофиц.),19.80-24.20,I · WC_THC22:CBD1,QCSP_001_WC-I,0.08,0.02,7.50,Confirms,10 CFU/g,30 CFU/g,< 10 CFU/g,Одговара,Одговара,< 2,N.D.,N.D.,н.д.,н.д.,н.д.,н.д.,н.д.,4,CoQ-PP-2026-0041
45,GRC102501_2,P060182,Graps & Creme,9.80 (Т2 неофиц.),9.00-11.00,I · GRC_THC10:CBD1,QCSP_001_GRC-I,,<LOQ,7.7,,,,,,,,,,,,,,,2,CoQ-PP-2026-0046
46,J31102501,P060152,Jokerz 31,17.32,16.20-19.80,II · J31_THC18:CBD1,QCSP_001_J31-II,,< LOQ,6.3,,,,,,,,,,,,,,,4,CoQ-PP-2026-0047
47,J31112501,,Jokerz 31,20.21,19.81-24.19,I · J31_THC22:CBD1,QCSP_001_J31-I,<LOQ,<LOQ,7.6,,,,,,,,,,,,,,,6,
48,KC102501,P060172,Kush Crasher,17.06 (Т2 неофиц.),16.20-19.80,I · KC_THC18:CBD1,QCSP_001_KC-I,,<LOQ,8.6,,,,,,,,,,,,,,,2,CoQ-PP-2026-0048
49,SJ102501,P060162,Sleepy Joy,11.20,11.01-12.99,I · SJ_THC12:CBD1,QCSP_001_SJ-I,<LOQ,<LOQ,7.8,,,,,,,,,,,,,,,2,CoQ-PP-2026-0049
50,SJ112501,P060192,Sleepy Joy,9.20,9.00-11.00,II · SJ_THC10:CBD1,QCSP_001_SJ-II,<LOQ,<LOQ,6.7,,,,,,,,,,,,,,,2,CoQ-PP-2026-0050
51,OPM112501,P060222,Orange Punch Mimosa,8.00,7.20-8.80,V · OPM_THC8:CBD1,QCSP_001_OPM-V,,0.01,8.06,,,,,,,,,,,,,,,1,CoQ-PP-2026-0051
52,PM112501,P060232,Permanent Marker,10.79 (Т2 неофиц.),9.00-11.00,II · PM_THC10:CBD1,QCSP_001_PM-II,,0.01,8.61,,,,,,,,,,,,,,,1,CoQ-PP-2026-0052
53,J31122501 (hand-trimmed),P060262,Jokerz 31,19.84,19.81-24.19,I · J31_THC22:CBD1,QCSP_001_J31-I,<LOQ,<LOQ,,,850,370,,Отсутна,Отсуствa,2.5,н.д.,н.д.,н.д.,н.д.,н.д.,н.д.,н.д.,3,
54,J31122501 (machine-trimmed),P060262,Jokerz 31,21.84,19.81-24.19,I · J31_THC22:CBD1,QCSP_001_J31-I,<LOQ,<LOQ,,,1900,840,,Одговара,Одговара,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,Н.д.,3,CoQ-PP-2026-0054
55,OPM122501,P060242,Orange Punch Mimosa,7.91,7.20-8.80,V · OPM_THC8:CBD1,QCSP_001_OPM-V,<LOQ,<LOQ,6.6,,120,100,< 10,Одговара,Одговара,2.2,ND,Н.Д.,0.049,0.165,Н.Д.,Н.Д.,Н.Д.,6,CoQ-PP-2026-0055
56,CC112501,P060272,Cash Cow,13.35,12.60-15.40,II · CC_THC14:CBD1,QCSP_001_CC-II,0.04,BLQ,7.39,,"3,8 x 10^3","2,7 x 10^3",<10^3 и >10^2,отсутна/25,отсутна/g,< 2,N.D.,N.D.,0.0289,0.0119,0.016,0.0102,N.D.,3,CoQ-PP-2026-0056
57,FB012601_1,P060322,Fat Bastard,17.99 (Т2 неофиц.),17.15-18.85,II · FB_THC18:CBD1,QCSP_001_FB-II,,,7.67,,2 x 10³,"2,1 x 10³",< 10,отсутна/25,отсутна/g,< 2,N.D.,N.D.,0.0114,0.017,0.0144,0.0155,Н.д.,3,CoQ-PP-2026-0061
58,FB112501,P060292,Fat Bastard,16.69,14.86-17.14,III · FB_THC16:CBD1,QCSP_001_FB-III,,,6.09,,"3,9 x 10³ CFU/g","2,4 x 10³ CFU/g",< 10 CFU/g,отсутна/25 g,отсутна/g,< 2,Н.Д.,Н.Д.,0.0215,0.0108,0.0199,0.0078,Н.д.,3,CoQ-PP-2026-0057
59,GG012601*,P060302,Gorilla Glue,15.35,15.00-17.00,II · GG_THC16:CBD1,QCSP_001_GG-II,,,6.13,,1 x 10⁴ CFU/g,1 x 10⁴ CFU/g,< 10 CFU/g,отсутна/25 g,отсутна/g,< 2,Н.Д.,Н.Д.,0.0227,0.0179,0.0163,0.031,Н.д.,3,
60,GG112501,P060252,Gorilla Glue,17.94,17.01-18.99,I · GG_THC18:CBD1,QCSP_001_GG-I,0.08,,6.31,,"5,1 x 10^3","4,5 x 10^3",,отсутна/25 г,отсутен/г,< 2,Н.Д.,Н.Д.,0.033,0.0154,0.0272,0.0146,Н.Д.,3,CoQ-PP-2026-0058
61,JD012601*,P060312,Jelly Donutz,18.16,18.00-22.00,I · JD_THC20:CBD1,QCSP_001_JD-I,0.06,BLQ,6.68,,"1,9 x 10³ CFU/g","2,4 x 10² CFU/g",,отсутна/25 g,отсутна/g,< 2,Н.Д.,Н.Д.,0.0739,0.0166,0.0136,0.0322,Н.д.,3,
62,JD112501,P060212,Jelly Donutz,20.32,18.00-22.00,I · JD_THC20:CBD1,QCSP_001_JD-I,< LOQ,< LOQ,6.69,,"2,6 x 10^3","3,3 x 10^3",,отсутна/25,отсутна/g,< 2,ND,Н.Д.,0.022,0.0149,0.02,0.0166,Н.Д.,5,
63,JD112501*,,Jelly Donutz,13.93,13.10-14.90,III · JD_THC14:CBD1,QCSP_001_JD-III,,,6.38,,1 x 10⁴ CFU/g,"6,7 x 10³ CFU/g",,отсутна/25 g,отсутна/g,< 2,N.D.,N.D.,0.0109,0.01287,0.0175,0.0165,Н.д.,3,
64,SCR112501,P060282,Scrambler,19.73 (Т2 неофиц.),16.20-19.80,II · SCR_THC18:CBD1,QCSP_001_SCR-II,,,6.84,,"2,3 x 10³","4,3 x 10³",,отсутна/25 g,отсутна/g,< 2,Н.д.,Н.д.,0.0299,0.0136,0.0154,0.017,Н.д.,3,CoQ-PP-2026-0060
65,FB012603,,Fat Bastard,20.83,18.86-21.14,I · FB_THC20:CBD1,QCSP_001_FB-I,0.21,0.06,7.04,Одговара,,,,,,,,,,,,,,1,CoQ-PP-2026-0064
66,FB012603V,P060392,Fat Bastard,18.29,17.15-18.85,II · FB_THC18:CBD1,QCSP_001_FB-II,0.16,0.06,6.36,Одговара,,,,,,,,,,,,,,1,CoQ-PP-2026-0065
67,GG012603,P060402,Gorilla Glue,16.70,15.00-17.00,II · GG_THC16:CBD1,QCSP_001_GG-II,< LOQ,< LOQ,6.48,0.09,,,,,,ND,ND,ND,,,,,,3,CoQ-PP-2026-0094
68,JD012603_02,P060412,JellyDonutz,14.43 (Т2 неофиц.),13.10-14.90,III · JD_THC14:CBD1,QCSP_001_JD-III,0.05,0.05,7.52,Одговара,,,,,,,,,,,,,,1,
69,JD012603_02V,P060422,JellyDonutz,17.09 (Т2 неофиц.),14.91-17.09,II · JD_THC16:CBD1,QCSP_001_JD-II,BLQ,0.04,7.04,Одговара,,,,,,,,,,,,,,1,
70,JD022601,,Jelly Donutz,18.58,18.00-22.00,I · JD_THC20:CBD1,QCSP_001_JD-I,,0.05,7.73,Одговара,,,,,,,,,,,,,,1,CoQ-PP-2026-0068
71,P160012,P160012,GrapePie,26.32,25.40-26.60,II · GP_THC26:CBD1,QCSP_001_GP-II,0.15,0.09,6.31,0.42,,,,,,,,,,,,,,1,
72,P160022,P160022,GrapePie,25.72,25.40-26.60,II · GP_THC26:CBD1,QCSP_001_GP-II,0.15,0.10,6.67,Одговара,,,,,,,,,,,,,,1,
73,P160032,P160032,GrapePie,24.78,22.61-25.39,III · GP_THC24:CBD1,QCSP_001_GP-III,0.06,0.08,6.78,Одговара,,,,,,,,,,,,,,1,
74,SCR022601,,Scrambler,21.92,19.81-24.19,I · SCR_THC22:CBD1,QCSP_001_SCR-I,0.19,0.06,7.06,Одговара,,,,,,,,,,,,,,1,CoQ-PP-2026-0069
75,FB032601,,Fat Bastard,12.39,10.80-13.20,IV · FB_THC12:CBD1,QCSP_001_FB-IV,0.06,0.04,7.77,0.08,,,,,,,,,,,,,,1,CoQ-PP-2026-0073
76,GG032601,,Gorilla Glue,18.98,17.01-18.99,I · GG_THC18:CBD1,QCSP_001_GG-I,0.25,0.04,7.88,Одговара,,,,,,,,,,,,,,1,CoQ-PP-2026-0074
77,CC012601/1,P060332,Cash Cow,17.67,16.20-19.80,I · CC_THC18:CBD1,QCSP_001_CC-I,<LOQ,<LOQ,,,,,,,,ND,ND,ND,,,,,,2,CoQ-PP-2026-0092
78,FB012602,P060352,Fat Bastard,18.86,18.86-21.14,I · FB_THC20:CBD1,QCSP_001_FB-I,0.22,<LOQ,,,,,,,,,,,,,,,,2,CoQ-PP-2026-0093
79,SCR012603,P060382,Scrambler,17.84,16.20-19.80,II · SCR_THC18:CBD1,QCSP_001_SCR-II,<LOQ,<LOQ,,,,,,,,,ND,ND,,,,,,2,CoQ-PP-2026-0095
,ACC102501,,Amnesia Core Cut,"12.09 (Т2 26.08.2026, неофиц.)",10.80-13.20,I · ACC_THC12:CBD1,QCSP_001_ACC-I,PENDING — no eCoA on file
,CC012603,,Cash Cow,"14.76 (Т2 26.08.2026, неофиц.)",12.60-15.40,II · CC_THC14:CBD1,QCSP_001_CC-II,PENDING — no eCoA on file
,CF102501,,Chem Flyer,"9.55 (Т2 26.08.2026, неофиц.)",9.00-11.00,I · CF_THC10:CBD1,QCSP_001_CF-I,PENDING — no eCoA on file
,GRC102501/1,,Graps & Creme,7.05 (declared),6.30-7.70,II · GRC_THC7:CBD1,QCSP_001_GRC-II,PENDING — no eCoA on file
,JD012603/01,,Jelly Donutz,"21.01 (Т2 26.08.2026, неофиц.)",18.00-22.00,I · JD_THC20:CBD1,QCSP_001_JD-I,PENDING — no eCoA on file
,PUM102501,,Pure Michigen,"13.95 (Т2 26.08.2026, неофиц.)",12.60-15.40,I · PUM_THC14:CBD1,QCSP_001_PUM-I,PENDING — no eCoA on file
,SCR012601,,Scrambler,18.07 (declared),16.20-19.80,II · SCR_THC18:CBD1,QCSP_001_SCR-II,PENDING — no eCoA on file
,WED102501,,Wedding Cake,22.05 (declared),19.80-24.20,I · WED_THC22:CBD1,QCSP_001_WED-I,PENDING — no eCoA on file


PART 2 — SPECIFICATIONS BY STRAIN (all grades · ranges · results within)
#,First result,Strain / Cultivar,Specification Code,Grade,Product Code,Range (Total Δ⁹-THC),Nominal ± tolerance,Batches in range (anchor Total Δ⁹-THC %),Other historical results in range
1,—,Amnesia Core Cut  (ACC · 1 batches),QCSP_001_ACC,I,ACC_THC12 : CBD1,10.80 – 13.20 %,12.00% ±1.20%,ACC102501 12.09 (Т2 неофиц.),—
2,Jan 2026,Apple and Banana  (AB · 1 batches),QCSP_001_AB,I,AB_THC16 : CBD1,14.40 – 17.60 %,16.00% ±1.60%,AB092501 16.93,—
3,Feb 2025,Blue Gelato  (BG · 1 batches),QCSP_001_BG,I,BG_THC26 : CBD1,23.40 – 28.60 %,26.00% ±2.60%,BG1024 26.14,—
,,,,ⓘ,"superseded, outside spec",,,"BG1024 21.80 (26.02.2025) — pre-retest values, replaced per the retest rule (R5)",
4,Feb 2025,Blue Sunset Sherbet  (BSS · 3 batches),QCSP_001_BSS,I,BSS_THC24 : CBD1,22.01 – 25.99 %,24.00% ±1.99%,"BSS1024 25.01, BSS1024_01 23.42",—
,,,,II,BSS_THC20 : CBD1,18.00 – 22.00 %,20.00% ±2.00%,BSS052501 20.52 (Т2 неофиц.),BSS1024 21.03 (26.02.2025); BSS052501 20.39 (28.11.2025)
