code,phenotype,dominance,dom,chemotype,processing,packaging,printed_code,file
QCSP_001_GOG-I_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_GOG-I_v.01,BASE_SPCs/GOG_Glueberry_O_G_Grade_I.pdf
QCSP_001_GP-III_v.01,HYBRID,INDICA-DOMINANT,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_GP-III_v.01,BASE_SPCs/GP_Grape_Pie_Grade_III.pdf
QCSP_001_GP-II_v.01,HYBRID,INDICA-DOMINANT,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_GP-II_v.01,BASE_SPCs/GP_Grape_Pie_Grade_II.pdf
QCSP_001_GP-IV_v.01,HYBRID,INDICA-DOMINANT,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_GP-IV_v.01,BASE_SPCs/GP_Grape_Pie_Grade_IV.pdf
QCSP_001_GP-I_v.01,HYBRID,INDICA-DOMINANT,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_GP-I_v.01,BASE_SPCs/GP_Grape_Pie_Grade_I.pdf
QCSP_001_GRC-III_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_GRC-III_v.01,BASE_SPCs/GRC_Graps_Cr_me_Grade_III.pdf
QCSP_001_GRC-II_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_GRC-II_v.01,BASE_SPCs/GRC_Graps_Cr_me_Grade_II.pdf
QCSP_001_GRC-IV_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_GRC-IV_v.01,BASE_SPCs/GRC_Graps_Cr_me_Grade_IV.pdf
QCSP_001_GRC-I_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_GRC-I_v.01,BASE_SPCs/GRC_Graps_Cr_me_Grade_I.pdf
QCSP_001_HD-III_v.01,SATIVA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_HD-III_v.01,RENs/HD_Hazy_Daze_Grade_III.pdf
QCSP_001_HD-II_v.01,SATIVA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_HD-II_v.01,T1_rename/HD_Hazy_Daze_Grade_II.pdf
QCSP_001_HD-I_v.01,SATIVA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_HD-I_v.01,RENs/HD_Hazy_Daze_Grade_I.pdf
QCSP_001_HFG-III_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_HFG-III_v.01,BASE_SPCs/HFG_HiFi_4G_Grade_III.pdf
QCSP_001_HFG-II_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_HFG-II_v.01,BASE_SPCs/HFG_HiFi_4G_Grade_II.pdf
QCSP_001_HFG-IV_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_HFG-IV_v.01,BASE_SPCs/HFG_HiFi_4G_Grade_IV.pdf
QCSP_001_HFG-I_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_HFG-I_v.01,BASE_SPCs/HFG_HiFi_4G_Grade_I.pdf
QCSP_001_HPA-III_v.01,SATIVA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_HPA-III_v.01,BASE_SPCs/HPA_High_Pro_Amnesia_Grade_III.pdf
QCSP_001_HPA-II_v.01,SATIVA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_HPA-II_v.01,BASE_SPCs/HPA_High_Pro_Amnesia_Grade_II.pdf
QCSP_001_HPA-I_v.01,SATIVA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_HPA-I_v.01,BASE_SPCs/HPA_High_Pro_Amnesia_Grade_I.pdf
QCSP_001_J31-II_v.01,HYBRID,INDICA 70 : SATIVA 30,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_J31-II_v.01,BASE_SPCs/J31_Jokerz_31_Grade_II.pdf
QCSP_001_J31-I_v.01,HYBRID,INDICA 70 : SATIVA 30,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_J31-I_v.01,BASE_SPCs/J31_Jokerz_31_Grade_I.pdf
QCSP_001_JD-III_v.01,HYBRID,SATIVA 60 : INDICA 40,Sativa dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_JD-III_v.01,BASE_SPCs/JD_Jelly_Donutz_Grade_III.pdf
QCSP_001_JD-II_v.01,HYBRID,SATIVA 60 : INDICA 40,Sativa dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_JD-II_v.01,BASE_SPCs/JD_Jelly_Donutz_Grade_II.pdf
QCSP_001_JD-IV_v.01,HYBRID,SATIVA 60 : INDICA 40,Sativa dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_JD-IV_v.01,BASE_SPCs/JD_Jelly_Donutz_Grade_IV.pdf
QCSP_001_JD-I_v.01,HYBRID,SATIVA 60 : INDICA 40,Sativa dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_JD-I_v.01,BASE_SPCs/JD_Jelly_Donutz_Grade_I.pdf
QCSP_001_JR-III_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_JR-III_v.01,NEWs/JR_Jelly_Rancher_Grade_III.pdf
QCSP_001_JR-II_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_JR-II_v.01,NEWs/JR_Jelly_Rancher_Grade_II.pdf
QCSP_001_JR-IV_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_JR-IV_v.01,NEWs/JR_Jelly_Rancher_Grade_IV.pdf
QCSP_001_JR-I_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_JR-I_v.01,NEWs/JR_Jelly_Rancher_Grade_I.pdf
QCSP_001_KC-III_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_KC-III_v.01,BASE_SPCs/KC_Kush_Crasher_Grade_III.pdf
QCSP_001_KC-II_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_KC-II_v.01,BASE_SPCs/KC_Kush_Crasher_Grade_II.pdf
QCSP_001_KC-I_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_KC-I_v.01,BASE_SPCs/KC_Kush_Crasher_Grade_I.pdf
QCSP_001_KK-III_v.01,HYBRID,INDICA 60 : SATIVA 40,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_KK-III_v.01,BASE_SPCs/KK_Kandy_Kush_Grade_III.pdf
QCSP_001_KK-II_v.01,HYBRID,INDICA 60 : SATIVA 40,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_KK-II_v.01,BASE_SPCs/KK_Kandy_Kush_Grade_II.pdf
QCSP_001_KK-IV_v.01,HYBRID,INDICA 60 : SATIVA 40,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_KK-IV_v.01,BASE_SPCs/KK_Kandy_Kush_Grade_IV.pdf
QCSP_001_KK-I_v.01,HYBRID,INDICA 60 : SATIVA 40,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_KK-I_v.01,BASE_SPCs/KK_Kandy_Kush_Grade_I.pdf
QCSP_001_LB-III_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_LB-III_v.01,NEWs/LB_La_Bomba_Grade_III.pdf
QCSP_001_LB-II_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_LB-II_v.01,NEWs/LB_La_Bomba_Grade_II.pdf
QCSP_001_LB-IV_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_LB-IV_v.01,NEWs/LB_La_Bomba_Grade_IV.pdf
QCSP_001_LB-I_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_LB-I_v.01,NEWs/LB_La_Bomba_Grade_I.pdf
QCSP_001_LG-III_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_LG-III_v.01,RENs/LG_Lifeguard_Grade_III.pdf
QCSP_001_LG-II_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_LG-II_v.01,RENs/LG_Lifeguard_Grade_II.pdf
QCSP_001_LG-IV_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_LG-IV_v.01,RENs/LG_Lifeguard_Grade_IV.pdf
QCSP_001_LG-I_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_LG-I_v.01,RENs/LG_Lifeguard_Grade_I.pdf
QCSP_001_MB-III_v.01,HYBRID,INDICA-DOMINANT,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_MB-III_v.01,BASE_SPCs/MB_Motor_Breath_Grade_III.pdf
QCSP_001_MB-II_v.01,HYBRID,INDICA-DOMINANT,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_MB-II_v.01,BASE_SPCs/MB_Motor_Breath_Grade_II.pdf
QCSP_001_MB-I_v.01,HYBRID,INDICA-DOMINANT,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_MB-I_v.01,BASE_SPCs/MB_Motor_Breath_Grade_I.pdf
QCSP_001_MRG-III_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_MRG-III_v.01,BASE_SPCs/MRG_Meringe_Grade_III.pdf
QCSP_001_MRG-II_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_MRG-II_v.01,BASE_SPCs/MRG_Meringe_Grade_II.pdf
QCSP_001_MRG-IV_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_MRG-IV_v.01,BASE_SPCs/MRG_Meringe_Grade_IV.pdf
QCSP_001_MRG-I_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_MRG-I_v.01,BASE_SPCs/MRG_Meringe_Grade_I.pdf
QCSP_001_NYD-III_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_NYD-III_v.01,RENs/NYD_NY_Diesel_Grade_III.pdf
QCSP_001_NYD-II_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_NYD-II_v.01,RENs/NYD_NY_Diesel_Grade_II.pdf
QCSP_001_NYD-I_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_NYD-I_v.01,RENs/NYD_NY_Diesel_Grade_I.pdf
QCSP_001_OD-III_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_OD-III_v.01,RENs/OD_Orange_Dream_Grade_III.pdf
QCSP_001_OD-II_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_OD-II_v.01,T1_rename/OD_Orange_Dream_Grade_II.pdf
QCSP_001_OD-IV_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_OD-IV_v.01,RENs/OD_Orange_Dream_Grade_IV.pdf
QCSP_001_OD-I_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_OD-I_v.01,RENs/OD_Orange_Dream_Grade_I.pdf
QCSP_001_OGB-III_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_OGB-III_v.01,T1_rename/OGB_OG_Banana_s_Grade_III.pdf
QCSP_001_OGB-II_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_OGB-II_v.01,RENs/OGB_OG_Banana_s_Grade_II.pdf
QCSP_001_OGB-I_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_OGB-I_v.01,RENs/OGB_OG_Banana_s_Grade_I.pdf
QCSP_001_OPM-III_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_OPM-III_v.01,BASE_SPCs/OPM_Orange_Punch_Mimosa_Grade_III.pdf
QCSP_001_OPM-II_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_OPM-II_v.01,BASE_SPCs/OPM_Orange_Punch_Mimosa_Grade_II.pdf
QCSP_001_OPM-IV_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_OPM-IV_v.01,BASE_SPCs/OPM_Orange_Punch_Mimosa_Grade_IV.pdf
QCSP_001_OPM-I_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_OPM-I_v.01,BASE_SPCs/OPM_Orange_Punch_Mimosa_Grade_I.pdf
QCSP_001_PDY-III_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PDY-III_v.01,T1_rename/PDY_Payday_Grade_III.pdf
QCSP_001_PDY-II_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PDY-II_v.01,RENs/PDY_Payday_Grade_II.pdf
QCSP_001_PDY-I_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PDY-I_v.01,RENs/PDY_Payday_Grade_I.pdf
QCSP_001_PKB-III_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PKB-III_v.01,NEWs/PKB_Pancake_Berries_Grade_III.pdf
QCSP_001_PKB-II_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PKB-II_v.01,NEWs/PKB_Pancake_Berries_Grade_II.pdf
QCSP_001_PKB-IV_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PKB-IV_v.01,NEWs/PKB_Pancake_Berries_Grade_IV.pdf
QCSP_001_PKB-I_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PKB-I_v.01,NEWs/PKB_Pancake_Berries_Grade_I.pdf
QCSP_001_PLB-III_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PLB-III_v.01,NEWs/PLB_Platinum_Blue_Grade_III.pdf
QCSP_001_PLB-II_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PLB-II_v.01,NEWs/PLB_Platinum_Blue_Grade_II.pdf
QCSP_001_PLB-IV_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PLB-IV_v.01,NEWs/PLB_Platinum_Blue_Grade_IV.pdf
QCSP_001_PLB-I_v.01,INDICA,,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PLB-I_v.01,NEWs/PLB_Platinum_Blue_Grade_I.pdf
QCSP_001_PM-III_v.01,HYBRID,INDICA-DOMINANT,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PM-III_v.01,BASE_SPCs/PM_Permanent_Marker_Grade_III.pdf
QCSP_001_PM-II_v.01,HYBRID,INDICA-DOMINANT,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PM-II_v.01,BASE_SPCs/PM_Permanent_Marker_Grade_II.pdf
QCSP_001_PM-IV_v.01,HYBRID,INDICA-DOMINANT,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PM-IV_v.01,BASE_SPCs/PM_Permanent_Marker_Grade_IV.pdf
QCSP_001_PM-I_v.01,HYBRID,INDICA-DOMINANT,Indica dom.,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PM-I_v.01,BASE_SPCs/PM_Permanent_Marker_Grade_I.pdf
QCSP_001_PT-III_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PT-III_v.01,RENs/PT_Plum_Tarte_Grade_III.pdf
QCSP_001_PT-II_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PT-II_v.01,RENs/PT_Plum_Tarte_Grade_II.pdf
QCSP_001_PT-IV_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PT-IV_v.01,RENs/PT_Plum_Tarte_Grade_IV.pdf
QCSP_001_PT-I_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PT-I_v.01,RENs/PT_Plum_Tarte_Grade_I.pdf
QCSP_001_PUM-III_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PUM-III_v.01,BASE_SPCs/PUM_Pure_Michigan_Grade_III.pdf
QCSP_001_PUM-II_v.01,HYBRID,TO BE DETERMINED,,THC,MACHINE TRIMMED,"Triplex Alu Bag | Триплекс Aлу Kеса, PET 12 · ALU 7 · PE 80, 300 × 500 mm, net. 400.0 g ±3%",QCSP 001_PUM-II_v.01,BASE_SPCs/PUM_Pure_Michigan_Grade_II.pdf
